Date,Year,Month,Daytype,Weekday,WeekdayNum,Day,Hour,Mississippi Critical,Suwanee Critical,Flightline Critical,Hospital Critical,Combined Critical
10/1/17,2017,October,Sunday,Sunday,7,1,0,"1,732",690,"1,057",477,3956
10/1/17,2017,October,Sunday,Sunday,7,1,1,"1,715",711,"1,024",470,3921
10/1/17,2017,October,Sunday,Sunday,7,1,2,"1,660",695,"1,023",455,3834
10/1/17,2017,October,Sunday,Sunday,7,1,3,"1,626",662,"1,010",453,3752
10/1/17,2017,October,Sunday,Sunday,7,1,4,"1,660",655,997,451,3762
10/1/17,2017,October,Sunday,Sunday,7,1,5,"1,685",674,"1,017",446,3822
10/1/17,2017,October,Sunday,Sunday,7,1,6,"1,639",657,978,443,3716
10/1/17,2017,October,Sunday,Sunday,7,1,7,"1,592",596,938,429,3556
10/1/17,2017,October,Sunday,Sunday,7,1,8,"1,844",617,954,662,4078
10/1/17,2017,October,Sunday,Sunday,7,1,9,"1,950",626,964,708,4248
10/1/17,2017,October,Sunday,Sunday,7,1,10,"2,030",657,991,734,4412
10/1/17,2017,October,Sunday,Sunday,7,1,11,"2,078",638,981,720,4416
10/1/17,2017,October,Sunday,Sunday,7,1,12,"2,031",625,956,700,4312
10/1/17,2017,October,Sunday,Sunday,7,1,13,"1,990",608,957,689,4243
10/1/17,2017,October,Sunday,Sunday,7,1,14,"1,913",628,964,657,4161
10/1/17,2017,October,Sunday,Sunday,7,1,15,"1,956",607,932,597,4093
10/1/17,2017,October,Sunday,Sunday,7,1,16,"1,947",603,926,701,4178
10/1/17,2017,October,Sunday,Sunday,7,1,17,"1,919",610,924,680,4133
10/1/17,2017,October,Sunday,Sunday,7,1,18,"1,705",645,990,469,3808
10/1/17,2017,October,Sunday,Sunday,7,1,19,"1,677",661,"1,015",463,3816
10/1/17,2017,October,Sunday,Sunday,7,1,20,"1,605",653,"1,007",465,3730
10/1/17,2017,October,Sunday,Sunday,7,1,21,"1,590",645,"1,015",449,3698
10/1/17,2017,October,Sunday,Sunday,7,1,22,"1,548",622,"1,020",448,3638
10/1/17,2017,October,Sunday,Sunday,7,1,23,"1,528",642,"1,023",427,3619
10/2/17,2017,October,Weekday,Monday,1,2,0,"1,540",633,"1,031",449,3654
10/2/17,2017,October,Weekday,Monday,1,2,1,"1,548",629,"1,027",431,3635
10/2/17,2017,October,Weekday,Monday,1,2,2,"1,550",655,"1,041",442,3689
10/2/17,2017,October,Weekday,Monday,1,2,3,"1,542",661,"1,082",445,3731
10/2/17,2017,October,Weekday,Monday,1,2,4,"1,661",660,"1,079",452,3851
10/2/17,2017,October,Weekday,Monday,1,2,5,"1,901",704,"1,220",488,4314
10/2/17,2017,October,Weekday,Monday,1,2,6,"1,958",710,"1,291",507,4465
10/2/17,2017,October,Weekday,Monday,1,2,7,"2,048",746,"1,370",532,4695
10/2/17,2017,October,Weekday,Monday,1,2,8,"3,092",741,"1,457","1,158",6447
10/2/17,2017,October,Weekday,Monday,1,2,9,"3,149",836,"1,505","1,172",6663
10/2/17,2017,October,Weekday,Monday,1,2,10,"3,285",851,"1,545","1,195",6876
10/2/17,2017,October,Weekday,Monday,1,2,11,"3,331",872,"1,583","1,212",6998
10/2/17,2017,October,Weekday,Monday,1,2,12,"3,430",843,"1,633","1,234",7140
10/2/17,2017,October,Weekday,Monday,1,2,13,"3,398",884,"1,743","1,244",7269
10/2/17,2017,October,Weekday,Monday,1,2,14,"3,296",884,"1,730","1,257",7167
10/2/17,2017,October,Weekday,Monday,1,2,15,"3,270",872,"1,648","1,238",7029
10/2/17,2017,October,Weekday,Monday,1,2,16,"3,144",816,"1,631","1,172",6762
10/2/17,2017,October,Weekday,Monday,1,2,17,"2,897",728,"1,636","1,104",6365
10/2/17,2017,October,Weekday,Monday,1,2,18,"1,977",748,"1,716",544,4985
10/2/17,2017,October,Weekday,Monday,1,2,19,"1,890",761,"1,728",524,4904
10/2/17,2017,October,Weekday,Monday,1,2,20,"1,834",743,"1,614",480,4672
10/2/17,2017,October,Weekday,Monday,1,2,21,"1,773",729,"1,491",447,4439
10/2/17,2017,October,Weekday,Monday,1,2,22,"1,750",694,"1,442",435,4321
10/2/17,2017,October,Weekday,Monday,1,2,23,"1,663",648,"1,380",426,4118
10/3/17,2017,October,Weekday,Tuesday,2,3,0,"1,637",638,"1,332",421,4027
10/3/17,2017,October,Weekday,Tuesday,2,3,1,"1,615",641,"1,341",410,4008
10/3/17,2017,October,Weekday,Tuesday,2,3,2,"1,587",636,"1,338",406,3967
10/3/17,2017,October,Weekday,Tuesday,2,3,3,"1,587",662,"1,405",426,4080
10/3/17,2017,October,Weekday,Tuesday,2,3,4,"1,709",724,"1,421",423,4277
10/3/17,2017,October,Weekday,Tuesday,2,3,5,"1,938",716,"1,505",454,4612
10/3/17,2017,October,Weekday,Tuesday,2,3,6,"2,006",746,"1,513",487,4752
10/3/17,2017,October,Weekday,Tuesday,2,3,7,"2,099",752,"1,487",541,4880
10/3/17,2017,October,Weekday,Tuesday,2,3,8,"3,149",814,"1,765","1,164",6892
10/3/17,2017,October,Weekday,Tuesday,2,3,9,"3,321",848,"1,857","1,229",7255
10/3/17,2017,October,Weekday,Tuesday,2,3,10,"3,470",881,"1,903","1,255",7510
10/3/17,2017,October,Weekday,Tuesday,2,3,11,"3,497",901,"1,920","1,192",7510
10/3/17,2017,October,Weekday,Tuesday,2,3,12,"3,651",929,"1,966","1,249",7794
10/3/17,2017,October,Weekday,Tuesday,2,3,13,"3,726",966,"1,960","1,298",7950
10/3/17,2017,October,Weekday,Tuesday,2,3,14,"3,654","1,008","1,969","1,323",7954
10/3/17,2017,October,Weekday,Tuesday,2,3,15,"3,608",951,"1,920","1,308",7788
10/3/17,2017,October,Weekday,Tuesday,2,3,16,"3,472",908,"1,800","1,231",7410
10/3/17,2017,October,Weekday,Tuesday,2,3,17,"3,202",827,"1,585","1,130",6744
10/3/17,2017,October,Weekday,Tuesday,2,3,18,"2,059",762,"1,715",546,5081
10/3/17,2017,October,Weekday,Tuesday,2,3,19,"1,946",754,"1,691",530,4922
10/3/17,2017,October,Weekday,Tuesday,2,3,20,"1,852",736,"1,618",491,4698
10/3/17,2017,October,Weekday,Tuesday,2,3,21,"1,794",752,"1,442",480,4468
10/3/17,2017,October,Weekday,Tuesday,2,3,22,"1,712",738,"1,380",451,4280
10/3/17,2017,October,Weekday,Tuesday,2,3,23,"1,652",641,"1,291",453,4037
10/4/17,2017,October,Weekday,Wednesday,3,4,0,"1,631",638,"1,267",433,3969
10/4/17,2017,October,Weekday,Wednesday,3,4,1,"1,617",645,"1,268",437,3967
10/4/17,2017,October,Weekday,Wednesday,3,4,2,"1,592",629,"1,281",423,3925
10/4/17,2017,October,Weekday,Wednesday,3,4,3,"1,568",640,"1,287",430,3924
10/4/17,2017,October,Weekday,Wednesday,3,4,4,"1,677",710,"1,303",429,4119
10/4/17,2017,October,Weekday,Wednesday,3,4,5,"1,899",712,"1,396",470,4477
10/4/17,2017,October,Weekday,Wednesday,3,4,6,"1,977",735,"1,396",459,4567
10/4/17,2017,October,Weekday,Wednesday,3,4,7,"2,079",735,"1,495",389,4698
10/4/17,2017,October,Weekday,Wednesday,3,4,8,"3,162",814,"1,554",838,6368
10/4/17,2017,October,Weekday,Wednesday,3,4,9,"3,295",946,"1,626","1,152",7019
10/4/17,2017,October,Weekday,Wednesday,3,4,10,"3,487",918,"1,674","1,240",7318
10/4/17,2017,October,Weekday,Wednesday,3,4,11,"3,599",908,"1,704","1,243",7454
10/4/17,2017,October,Weekday,Wednesday,3,4,12,"3,577",944,"1,678","1,262",7460
10/4/17,2017,October,Weekday,Wednesday,3,4,13,"3,607",973,"1,678","1,283",7542
10/4/17,2017,October,Weekday,Wednesday,3,4,14,"3,658",977,"1,675","1,238",7548
10/4/17,2017,October,Weekday,Wednesday,3,4,15,"3,616",965,"1,611","1,251",7444
10/4/17,2017,October,Weekday,Wednesday,3,4,16,"3,418",951,"1,505","1,185",7058
10/4/17,2017,October,Weekday,Wednesday,3,4,17,"3,136",841,"1,478","1,097",6552
10/4/17,2017,October,Weekday,Wednesday,3,4,18,"2,036",885,"1,470",535,4926
10/4/17,2017,October,Weekday,Wednesday,3,4,19,"1,920",805,"1,448",499,4673
10/4/17,2017,October,Weekday,Wednesday,3,4,20,"1,872",748,"1,415",488,4523
10/4/17,2017,October,Weekday,Wednesday,3,4,21,"1,828",731,"1,378",468,4406
10/4/17,2017,October,Weekday,Wednesday,3,4,22,"1,736",685,"1,343",444,4208
10/4/17,2017,October,Weekday,Wednesday,3,4,23,"1,686",643,"1,318",433,4080
10/5/17,2017,October,Weekday,Thursday,4,5,0,"1,640",639,"1,288",428,3995
10/5/17,2017,October,Weekday,Thursday,4,5,1,"1,611",638,"1,294",426,3969
10/5/17,2017,October,Weekday,Thursday,4,5,2,"1,605",631,"1,312",423,3970
10/5/17,2017,October,Weekday,Thursday,4,5,3,"1,610",645,"1,369",433,4058
10/5/17,2017,October,Weekday,Thursday,4,5,4,"1,707",696,"1,276",432,4111
10/5/17,2017,October,Weekday,Thursday,4,5,5,"1,937",693,"1,356",465,4452
10/5/17,2017,October,Weekday,Thursday,4,5,6,"1,994",733,"1,339",456,4521
10/5/17,2017,October,Weekday,Thursday,4,5,7,"2,054",744,"1,435",507,4741
10/5/17,2017,October,Weekday,Thursday,4,5,8,"3,162",804,"1,559","1,085",6611
10/5/17,2017,October,Weekday,Thursday,4,5,9,"3,375",848,"1,621","1,156",7000
10/5/17,2017,October,Weekday,Thursday,4,5,10,"3,541",898,"1,657","1,230",7326
10/5/17,2017,October,Weekday,Thursday,4,5,11,"3,642",922,"1,721","1,252",7538
10/5/17,2017,October,Weekday,Thursday,4,5,12,"3,763",941,"1,739","1,278",7722
10/5/17,2017,October,Weekday,Thursday,4,5,13,"3,855",971,"1,754","1,340",7919
10/5/17,2017,October,Weekday,Thursday,4,5,14,"3,819","1,010","1,753","1,360",7942
10/5/17,2017,October,Weekday,Thursday,4,5,15,"3,696",977,"1,690","1,341",7703
10/5/17,2017,October,Weekday,Thursday,4,5,16,"3,483",925,"1,577","1,289",7274
10/5/17,2017,October,Weekday,Thursday,4,5,17,"3,260",827,"1,516","1,156",6760
10/5/17,2017,October,Weekday,Thursday,4,5,18,"2,121",772,"1,536",568,4997
10/5/17,2017,October,Weekday,Thursday,4,5,19,"2,031",789,"1,521",537,4878
10/5/17,2017,October,Weekday,Thursday,4,5,20,"1,984",769,"1,506",521,4780
10/5/17,2017,October,Weekday,Thursday,4,5,21,"1,889",758,"1,442",484,4574
10/5/17,2017,October,Weekday,Thursday,4,5,22,"1,817",705,"1,399",476,4397
10/5/17,2017,October,Weekday,Thursday,4,5,23,"1,749",660,"1,352",449,4209
10/6/17,2017,October,Weekday,Friday,5,6,0,"1,715",662,"1,340",457,4174
10/6/17,2017,October,Weekday,Friday,5,6,1,"1,699",664,"1,346",436,4144
10/6/17,2017,October,Weekday,Friday,5,6,2,"1,697",650,"1,317",450,4114
10/6/17,2017,October,Weekday,Friday,5,6,3,"1,677",676,"1,345",445,4143
10/6/17,2017,October,Weekday,Friday,5,6,4,"1,798",753,"1,365",458,4374
10/6/17,2017,October,Weekday,Friday,5,6,5,"1,975",741,"1,456",489,4662
10/6/17,2017,October,Weekday,Friday,5,6,6,"2,032",784,"1,440",483,4739
10/6/17,2017,October,Weekday,Friday,5,6,7,"2,152",773,"1,485",537,4947
10/6/17,2017,October,Weekday,Friday,5,6,8,"3,299",814,"1,631","1,157",6901
10/6/17,2017,October,Weekday,Friday,5,6,9,"3,464",883,"1,697","1,228",7273
10/6/17,2017,October,Weekday,Friday,5,6,10,"3,568",910,"1,739","1,260",7478
10/6/17,2017,October,Weekday,Friday,5,6,11,"3,651",908,"1,801","1,278",7638
10/6/17,2017,October,Weekday,Friday,5,6,12,"3,632",940,"1,755","1,345",7673
10/6/17,2017,October,Weekday,Friday,5,6,13,"3,620",935,"1,720","1,337",7611
10/6/17,2017,October,Weekday,Friday,5,6,14,"3,528",944,"1,731","1,339",7541
10/6/17,2017,October,Weekday,Friday,5,6,15,"3,439",906,"1,704","1,324",7373
10/6/17,2017,October,Weekday,Friday,5,6,16,"3,219",862,"1,630","1,222",6933
10/6/17,2017,October,Weekday,Friday,5,6,17,"3,009",781,"1,548","1,141",6478
10/6/17,2017,October,Weekday,Friday,5,6,18,"1,995",791,"1,567",567,4920
10/6/17,2017,October,Weekday,Friday,5,6,19,"1,905",792,"1,383",530,4610
10/6/17,2017,October,Weekday,Friday,5,6,20,"1,856",769,"1,220",515,4360
10/6/17,2017,October,Weekday,Friday,5,6,21,"1,779",736,"1,191",481,4187
10/6/17,2017,October,Weekday,Friday,5,6,22,"1,745",696,"1,156",463,4061
10/6/17,2017,October,Weekday,Friday,5,6,23,"1,692",662,"1,113",458,3925
10/7/17,2017,October,Saturday,Saturday,6,7,0,"1,687",663,"1,100",463,3913
10/7/17,2017,October,Saturday,Saturday,6,7,1,"1,663",658,"1,091",458,3871
10/7/17,2017,October,Saturday,Saturday,6,7,2,"1,664",646,"1,091",457,3857
10/7/17,2017,October,Saturday,Saturday,6,7,3,"1,643",650,"1,089",480,3862
10/7/17,2017,October,Saturday,Saturday,6,7,4,"1,715",657,"1,085",474,3931
10/7/17,2017,October,Saturday,Saturday,6,7,5,"1,786",672,"1,104",487,4049
10/7/17,2017,October,Saturday,Saturday,6,7,6,"1,788",696,"1,078",494,4056
10/7/17,2017,October,Saturday,Saturday,6,7,7,"1,773",657,"1,052",476,3957
10/7/17,2017,October,Saturday,Saturday,6,7,8,"2,110",656,"1,079",742,4587
10/7/17,2017,October,Saturday,Saturday,6,7,9,"2,261",662,"1,118",765,4806
10/7/17,2017,October,Saturday,Saturday,6,7,10,"2,328",688,"1,169",816,5001
10/7/17,2017,October,Saturday,Saturday,6,7,11,"2,430",717,"1,227",845,5220
10/7/17,2017,October,Saturday,Saturday,6,7,12,"2,497",707,"1,207",862,5273
10/7/17,2017,October,Saturday,Saturday,6,7,13,"2,443",700,"1,213",834,5191
10/7/17,2017,October,Saturday,Saturday,6,7,14,"2,370",699,"1,186",837,5092
10/7/17,2017,October,Saturday,Saturday,6,7,15,"2,367",693,"1,206",818,5085
10/7/17,2017,October,Saturday,Saturday,6,7,16,"2,332",686,"1,188",811,5017
10/7/17,2017,October,Saturday,Saturday,6,7,17,"2,321",691,"1,141",804,4957
10/7/17,2017,October,Saturday,Saturday,6,7,18,"2,073",708,"1,211",555,4547
10/7/17,2017,October,Saturday,Saturday,6,7,19,"1,988",714,"1,232",556,4489
10/7/17,2017,October,Saturday,Saturday,6,7,20,"1,976",729,"1,213",536,4454
10/7/17,2017,October,Saturday,Saturday,6,7,21,"1,951",734,"1,202",529,4416
10/7/17,2017,October,Saturday,Saturday,6,7,22,"1,913",724,"1,177",513,4327
10/7/17,2017,October,Saturday,Saturday,6,7,23,"1,850",700,"1,182",503,4236
10/8/17,2017,October,Sunday,Sunday,7,8,0,"1,814",686,"1,173",503,4176
10/8/17,2017,October,Sunday,Sunday,7,8,1,"1,816",712,"1,158",515,4200
10/8/17,2017,October,Sunday,Sunday,7,8,2,"1,833",702,"1,193",510,4238
10/8/17,2017,October,Sunday,Sunday,7,8,3,"1,804",717,"1,161",528,4211
10/8/17,2017,October,Sunday,Sunday,7,8,4,"1,908",711,"1,163",529,4311
10/8/17,2017,October,Sunday,Sunday,7,8,5,"1,938",734,"1,186",541,4398
10/8/17,2017,October,Sunday,Sunday,7,8,6,"1,977",781,"1,198",562,4518
10/8/17,2017,October,Sunday,Sunday,7,8,7,"1,899",712,"1,132",553,4296
10/8/17,2017,October,Sunday,Sunday,7,8,8,"2,155",703,"1,115",813,4786
10/8/17,2017,October,Sunday,Sunday,7,8,9,"2,194",662,"1,128",800,4784
10/8/17,2017,October,Sunday,Sunday,7,8,10,"2,287",677,"1,129",814,4908
10/8/17,2017,October,Sunday,Sunday,7,8,11,"2,347",698,"1,157",837,5038
10/8/17,2017,October,Sunday,Sunday,7,8,12,"2,359",673,"1,193",851,5076
10/8/17,2017,October,Sunday,Sunday,7,8,13,"2,353",703,"1,179",839,5073
10/8/17,2017,October,Sunday,Sunday,7,8,14,"2,351",681,"1,177",832,5041
10/8/17,2017,October,Sunday,Sunday,7,8,15,"2,330",695,"1,201",839,5065
10/8/17,2017,October,Sunday,Sunday,7,8,16,"2,309",687,"1,180",824,5000
10/8/17,2017,October,Sunday,Sunday,7,8,17,"2,255",656,"1,163",814,4889
10/8/17,2017,October,Sunday,Sunday,7,8,18,"1,958",718,"1,196",546,4417
10/8/17,2017,October,Sunday,Sunday,7,8,19,"1,910",701,"1,202",556,4369
10/8/17,2017,October,Sunday,Sunday,7,8,20,"1,888",714,"1,200",535,4337
10/8/17,2017,October,Sunday,Sunday,7,8,21,"1,862",707,"1,181",524,4274
10/8/17,2017,October,Sunday,Sunday,7,8,22,"1,843",707,"1,177",514,4242
10/8/17,2017,October,Sunday,Sunday,7,8,23,"1,821",682,"1,175",512,4190
10/9/17,2017,October,Holiday,Holiday,1,9,0,"1,815",655,"1,171",530,4171
10/9/17,2017,October,Holiday,Holiday,1,9,1,"1,786",652,"1,164",526,4129
10/9/17,2017,October,Holiday,Holiday,1,9,2,"1,804",652,"1,158",522,4137
10/9/17,2017,October,Holiday,Holiday,1,9,3,"1,804",648,"1,152",519,4124
10/9/17,2017,October,Holiday,Holiday,1,9,4,"1,866",650,"1,147",525,4187
10/9/17,2017,October,Holiday,Holiday,1,9,5,"1,873",649,"1,138",531,4192
10/9/17,2017,October,Holiday,Holiday,1,9,6,"1,825",627,"1,119",511,4081
10/9/17,2017,October,Holiday,Holiday,1,9,7,"1,751",580,"1,046",499,3876
10/9/17,2017,October,Holiday,Holiday,1,9,8,"2,623",631,"1,091","1,027",5372
10/9/17,2017,October,Holiday,Holiday,1,9,9,"2,748",605,"1,120","1,071",5543
10/9/17,2017,October,Holiday,Holiday,1,9,10,"2,900",619,"1,198","1,113",5831
10/9/17,2017,October,Holiday,Holiday,1,9,11,"2,990",660,"1,218","1,145",6013
10/9/17,2017,October,Holiday,Holiday,1,9,12,"3,055",641,"1,239","1,139",6075
10/9/17,2017,October,Holiday,Holiday,1,9,13,"3,088",680,"1,257","1,176",6201
10/9/17,2017,October,Holiday,Holiday,1,9,14,"3,077",691,"1,241","1,195",6203
10/9/17,2017,October,Holiday,Holiday,1,9,15,"3,049",696,"1,254","1,188",6188
10/9/17,2017,October,Holiday,Holiday,1,9,16,"3,046",657,"1,242","1,184",6129
10/9/17,2017,October,Holiday,Holiday,1,9,17,"2,918",674,"1,227","1,145",5964
10/9/17,2017,October,Holiday,Holiday,1,9,18,"2,016",700,"1,229",578,4523
10/9/17,2017,October,Holiday,Holiday,1,9,19,"1,985",686,"1,244",565,4480
10/9/17,2017,October,Holiday,Holiday,1,9,20,"1,895",660,"1,227",558,4339
10/9/17,2017,October,Holiday,Holiday,1,9,21,"1,856",655,"1,198",541,4250
10/9/17,2017,October,Holiday,Holiday,1,9,22,"1,842",648,"1,209",514,4212
10/9/17,2017,October,Holiday,Holiday,1,9,23,"1,785",688,"1,183",509,4165
10/10/17,2017,October,Weekday,Tuesday,2,10,0,"1,769",641,"1,181",496,4087
10/10/17,2017,October,Weekday,Tuesday,2,10,1,"1,744",650,"1,145",496,4035
10/10/17,2017,October,Weekday,Tuesday,2,10,2,"1,777",653,"1,143",486,4059
10/10/17,2017,October,Weekday,Tuesday,2,10,3,"1,740",681,"1,172",500,4093
10/10/17,2017,October,Weekday,Tuesday,2,10,4,"1,919",798,"1,196",522,4435
10/10/17,2017,October,Weekday,Tuesday,2,10,5,"2,191",815,"1,306",571,4882
10/10/17,2017,October,Weekday,Tuesday,2,10,6,"2,325",861,"1,521",601,5309
10/10/17,2017,October,Weekday,Tuesday,2,10,7,"2,412",876,"1,729",632,5649
10/10/17,2017,October,Weekday,Tuesday,2,10,8,"3,645",918,"1,837","1,291",7692
10/10/17,2017,October,Weekday,Tuesday,2,10,9,"3,762",971,"1,896","1,358",7987
10/10/17,2017,October,Weekday,Tuesday,2,10,10,"3,841",973,"1,943","1,422",8179
10/10/17,2017,October,Weekday,Tuesday,2,10,11,"3,950","1,004","1,964","1,473",8390
10/10/17,2017,October,Weekday,Tuesday,2,10,12,"4,059","1,022","1,987","1,488",8556
10/10/17,2017,October,Weekday,Tuesday,2,10,13,"4,112","1,068","2,012","1,499",8691
10/10/17,2017,October,Weekday,Tuesday,2,10,14,"4,070","1,065","2,021","1,504",8661
10/10/17,2017,October,Weekday,Tuesday,2,10,15,"3,961","1,063","1,948","1,516",8488
10/10/17,2017,October,Weekday,Tuesday,2,10,16,"3,756",998,"1,821","1,407",7982
10/10/17,2017,October,Weekday,Tuesday,2,10,17,"3,547",917,"1,734","1,313",7511
10/10/17,2017,October,Weekday,Tuesday,2,10,18,"2,317",882,"1,730",631,5560
10/10/17,2017,October,Weekday,Tuesday,2,10,19,"2,123",846,"1,698",574,5241
10/10/17,2017,October,Weekday,Tuesday,2,10,20,"2,065",857,"1,677",552,5151
10/10/17,2017,October,Weekday,Tuesday,2,10,21,"1,954",803,"1,629",518,4904
10/10/17,2017,October,Weekday,Tuesday,2,10,22,"1,897",761,"1,577",494,4729
10/10/17,2017,October,Weekday,Tuesday,2,10,23,"1,848",706,"1,536",487,4578
10/11/17,2017,October,Weekday,Wednesday,3,11,0,"1,812",696,"1,496",486,4490
10/11/17,2017,October,Weekday,Wednesday,3,11,1,"1,799",706,"1,491",484,4480
10/11/17,2017,October,Weekday,Wednesday,3,11,2,"1,800",689,"1,490",484,4463
10/11/17,2017,October,Weekday,Wednesday,3,11,3,"1,771",721,"1,507",492,4491
10/11/17,2017,October,Weekday,Wednesday,3,11,4,"1,941",814,"1,506",496,4757
10/11/17,2017,October,Weekday,Wednesday,3,11,5,"2,178",813,"1,625",556,5173
10/11/17,2017,October,Weekday,Wednesday,3,11,6,"2,302",865,"1,641",569,5377
10/11/17,2017,October,Weekday,Wednesday,3,11,7,"2,474",853,"1,715",590,5631
10/11/17,2017,October,Weekday,Wednesday,3,11,8,"3,569",864,"1,842","1,251",7526
10/11/17,2017,October,Weekday,Wednesday,3,11,9,"3,765",929,"1,938","1,313",7944
10/11/17,2017,October,Weekday,Wednesday,3,11,10,"3,852",955,"2,007","1,359",8173
10/11/17,2017,October,Weekday,Wednesday,3,11,11,"3,918",985,"1,954","1,403",8260
10/11/17,2017,October,Weekday,Wednesday,3,11,12,"3,984",988,"1,936","1,416",8324
10/11/17,2017,October,Weekday,Wednesday,3,11,13,"3,981","1,013","2,004","1,471",8469
10/11/17,2017,October,Weekday,Wednesday,3,11,14,"3,939","1,001","1,980","1,467",8388
10/11/17,2017,October,Weekday,Wednesday,3,11,15,"3,816",997,"1,867","1,461",8141
10/11/17,2017,October,Weekday,Wednesday,3,11,16,"3,651",923,"1,768","1,356",7698
10/11/17,2017,October,Weekday,Wednesday,3,11,17,"3,410",858,"1,731","1,310",7311
10/11/17,2017,October,Weekday,Wednesday,3,11,18,"2,238",837,"1,757",589,5420
10/11/17,2017,October,Weekday,Wednesday,3,11,19,"2,142",853,"1,656",542,5193
10/11/17,2017,October,Weekday,Wednesday,3,11,20,"2,081",840,"1,502",504,4927
10/11/17,2017,October,Weekday,Wednesday,3,11,21,"1,976",810,"1,464",549,4799
10/11/17,2017,October,Weekday,Wednesday,3,11,22,"1,907",729,"1,417",508,4561
10/11/17,2017,October,Weekday,Wednesday,3,11,23,"1,846",715,"1,395",496,4452
10/12/17,2017,October,Weekday,Thursday,4,12,0,"1,839",701,"1,389",499,4428
10/12/17,2017,October,Weekday,Thursday,4,12,1,"1,816",707,"1,357",493,4373
10/12/17,2017,October,Weekday,Thursday,4,12,2,"1,827",698,"1,295",494,4313
10/12/17,2017,October,Weekday,Thursday,4,12,3,"1,798",711,"1,304",509,4323
10/12/17,2017,October,Weekday,Thursday,4,12,4,"1,936",810,"1,333",513,4591
10/12/17,2017,October,Weekday,Thursday,4,12,5,"2,189",811,"1,444",569,5013
10/12/17,2017,October,Weekday,Thursday,4,12,6,"2,251",833,"1,479",564,5128
10/12/17,2017,October,Weekday,Thursday,4,12,7,"2,362",850,"1,591",588,5390
10/12/17,2017,October,Weekday,Thursday,4,12,8,"3,453",886,"1,697","1,246",7283
10/12/17,2017,October,Weekday,Thursday,4,12,9,"3,653",936,"1,691","1,295",7575
10/12/17,2017,October,Weekday,Thursday,4,12,10,"3,770",919,"1,747","1,319",7755
10/12/17,2017,October,Weekday,Thursday,4,12,11,"3,780",952,"1,850","1,340",7923
10/12/17,2017,October,Weekday,Thursday,4,12,12,"3,860",939,"1,895","1,414",8108
10/12/17,2017,October,Weekday,Thursday,4,12,13,"3,984",975,"1,920","1,462",8342
10/12/17,2017,October,Weekday,Thursday,4,12,14,"3,934","1,021","1,906","1,473",8334
10/12/17,2017,October,Weekday,Thursday,4,12,15,"3,869","1,005","1,894","1,468",8236
10/12/17,2017,October,Weekday,Thursday,4,12,16,"3,691",945,"1,871","1,377",7884
10/12/17,2017,October,Weekday,Thursday,4,12,17,"3,421",853,"1,804","1,230",7309
10/12/17,2017,October,Weekday,Thursday,4,12,18,"2,226",845,"1,785",636,5492
10/12/17,2017,October,Weekday,Thursday,4,12,19,"2,085",850,"1,745",590,5270
10/12/17,2017,October,Weekday,Thursday,4,12,20,"2,039",822,"1,747",564,5172
10/12/17,2017,October,Weekday,Thursday,4,12,21,"1,984",827,"1,652",542,5005
10/12/17,2017,October,Weekday,Thursday,4,12,22,"1,899",761,"1,616",524,4800
10/12/17,2017,October,Weekday,Thursday,4,12,23,"1,842",715,"1,559",506,4622
10/13/17,2017,October,Weekday,Friday,5,13,0,"1,806",719,"1,485",498,4508
10/13/17,2017,October,Weekday,Friday,5,13,1,"1,789",700,"1,524",493,4506
10/13/17,2017,October,Weekday,Friday,5,13,2,"1,789",697,"1,430",487,4404
10/13/17,2017,October,Weekday,Friday,5,13,3,"1,788",717,"1,450",513,4467
10/13/17,2017,October,Weekday,Friday,5,13,4,"1,916",810,"1,445",525,4696
10/13/17,2017,October,Weekday,Friday,5,13,5,"2,172",806,"1,505",566,5049
10/13/17,2017,October,Weekday,Friday,5,13,6,"2,226",812,"1,483",544,5066
10/13/17,2017,October,Weekday,Friday,5,13,7,"2,277",817,"1,510",568,5173
10/13/17,2017,October,Weekday,Friday,5,13,8,"3,410",850,"1,672","1,243",7177
10/13/17,2017,October,Weekday,Friday,5,13,9,"3,536",915,"1,721","1,291",7463
10/13/17,2017,October,Weekday,Friday,5,13,10,"3,591",924,"1,724","1,306",7545
10/13/17,2017,October,Weekday,Friday,5,13,11,"3,616",936,"1,704","1,293",7548
10/13/17,2017,October,Weekday,Friday,5,13,12,"3,614",929,"1,690","1,295",7528
10/13/17,2017,October,Weekday,Friday,5,13,13,"3,617",955,"1,703","1,258",7533
10/13/17,2017,October,Weekday,Friday,5,13,14,"3,701","1,008","1,703","1,365",7777
10/13/17,2017,October,Weekday,Friday,5,13,15,"3,596",983,"1,682","1,327",7588
10/13/17,2017,October,Weekday,Friday,5,13,16,"3,435",936,"1,605","1,195",7171
10/13/17,2017,October,Weekday,Friday,5,13,17,"3,262",838,"1,518","1,185",6803
10/13/17,2017,October,Weekday,Friday,5,13,18,"2,083",800,"1,539",563,4985
10/13/17,2017,October,Weekday,Friday,5,13,19,"1,917",796,"1,473",533,4719
10/13/17,2017,October,Weekday,Friday,5,13,20,"1,881",769,"1,414",515,4578
10/13/17,2017,October,Weekday,Friday,5,13,21,"1,819",745,"1,338",492,4394
10/13/17,2017,October,Weekday,Friday,5,13,22,"1,752",717,"1,304",466,4238
10/13/17,2017,October,Weekday,Friday,5,13,23,"1,698",670,"1,281",461,4111
