Date,Hour,kW Sum
8/9/18,21,11210
8/9/18,22,10836
8/9/18,23,10489
8/10/18,0,10399
8/10/18,1,10312
8/10/18,2,10470
8/10/18,3,10530
8/10/18,4,11034
8/10/18,5,12000
8/10/18,6,12250
8/10/18,7,13017
8/10/18,8,12781
8/10/18,9,12922
8/10/18,10,13639
8/10/18,11,14483
8/10/18,12,14492
8/10/18,13,14586
8/10/18,14,14441
8/10/18,15,14099
8/10/18,16,13800
8/10/18,17,12991
8/10/18,18,12103
8/10/18,19,11749
8/10/18,20,11586
8/10/18,21,10241
8/10/18,22,9910
8/10/18,23,9530
8/11/18,0,9374
8/11/18,1,9331
8/11/18,2,9342
8/11/18,3,9501
8/11/18,4,9707
8/11/18,5,9668
8/11/18,6,9287
8/11/18,7,9668
8/11/18,8,10022
8/11/18,9,10383
8/11/18,10,10643
8/11/18,11,10922
8/11/18,12,11084
8/11/18,13,11400
8/11/18,14,11498
8/11/18,15,11623
8/11/18,16,11575
8/11/18,17,11422
8/11/18,18,11056
8/11/18,19,10855
8/11/18,20,10693
8/11/18,21,10340
8/11/18,22,10282
8/11/18,23,9885
8/12/18,0,9328
8/12/18,1,8806
8/12/18,2,8799
8/12/18,3,8716
8/12/18,4,8734
8/12/18,5,8930
8/12/18,6,8951
8/12/18,7,9506
8/12/18,8,9957
8/12/18,9,10508
8/12/18,10,11002
8/12/18,11,11196
8/12/18,12,11384
8/12/18,13,11788
8/12/18,14,12229
8/12/18,15,12400
8/12/18,16,12282
8/12/18,17,12047
8/12/18,18,11608
8/12/18,19,11261
8/12/18,20,11194
8/12/18,21,10699
8/12/18,22,10466
8/12/18,23,10206
8/13/18,0,9894
8/13/18,1,9945
8/13/18,2,9821
8/13/18,3,9690
8/13/18,4,10072
8/13/18,5,11268
8/13/18,6,11461
8/13/18,7,12815
8/13/18,8,13797
8/13/18,9,14353
8/13/18,10,14663
8/13/18,11,14723
8/13/18,12,15025
8/13/18,13,15157
8/13/18,14,15160
8/13/18,15,14351
8/13/18,16,10332
8/13/18,17,9953
8/13/18,18,9469
8/13/18,19,9896
8/13/18,20,9974
8/13/18,21,9540
8/13/18,22,9135
8/13/18,23,8627
8/14/18,0,8424
8/14/18,1,8282
8/14/18,2,8381
8/14/18,3,8354
8/14/18,4,8834
8/14/18,5,9814
8/14/18,6,10092
8/14/18,7,11505
8/14/18,8,13321
8/14/18,9,14144
8/14/18,10,14887
8/14/18,11,14892
8/14/18,12,15076
8/14/18,13,15201
8/14/18,14,14944
8/14/18,15,14412
8/14/18,16,13994
8/14/18,17,12920
8/14/18,18,11775
8/14/18,19,11306
8/14/18,20,10986
8/14/18,21,10643
8/14/18,22,10296
8/14/18,23,9851
8/15/18,0,9645
8/15/18,1,9510
8/15/18,2,9518
8/15/18,3,9525
8/15/18,4,9919
8/15/18,5,11049
8/15/18,6,11373
8/15/18,7,12388
8/15/18,8,13642
8/15/18,9,14308
8/15/18,10,14555
8/15/18,11,13646
8/15/18,12,12761
8/15/18,13,13485
8/15/18,14,13448
8/15/18,15,13370
8/15/18,16,12822
8/15/18,17,12189
8/15/18,18,11682
8/15/18,19,11291
8/15/18,20,11198
8/15/18,21,10615
8/15/18,22,10292
8/15/18,23,10068
8/16/18,0,9816
8/16/18,1,9409
8/16/18,2,9374
8/16/18,3,9364
8/16/18,4,9618
8/16/18,5,10703
8/16/18,6,10915
8/16/18,7,12169
8/16/18,8,12835
8/16/18,9,13050
8/16/18,10,13399
8/16/18,11,13591
8/16/18,12,13649
8/16/18,13,13930
8/16/18,14,14129
8/16/18,15,13917
8/16/18,16,13218
8/16/18,17,12452
8/16/18,18,11983
8/16/18,19,11526
8/16/18,20,11242
8/16/18,21,10594
8/16/18,22,10354
8/16/18,23,10005
8/17/18,0,9744
8/17/18,1,9425
8/17/18,2,9499
8/17/18,3,9478
8/17/18,4,9876
8/17/18,5,10840
8/17/18,6,11183
8/17/18,7,12305
8/17/18,8,13456
8/17/18,9,13851
8/17/18,10,12700
8/17/18,11,11595
8/17/18,12,11694
8/17/18,13,12217
8/17/18,14,12288
8/17/18,15,12484
8/17/18,16,12110
8/17/18,17,11502
8/17/18,18,10828
8/17/18,19,10563
8/17/18,20,10436
8/17/18,21,10086
8/17/18,22,9848
8/17/18,23,9751
8/18/18,0,9751
8/18/18,1,9647
8/18/18,2,9562
8/18/18,3,9663
8/18/18,4,9876
8/18/18,5,9910
8/18/18,6,9677
8/18/18,7,9991
8/18/18,8,10265
8/18/18,9,10660
8/18/18,10,11046
8/18/18,11,10546
8/18/18,12,10404
8/18/18,13,10250
8/18/18,14,10321
8/18/18,15,10533
8/18/18,16,10646
8/18/18,17,10471
8/18/18,18,10232
8/18/18,19,9939
8/18/18,20,9584
8/18/18,21,9500
8/18/18,22,9307
8/18/18,23,9352
8/19/18,0,9369
8/19/18,1,9317
8/19/18,2,9398
8/19/18,3,9423
8/19/18,4,9661
8/19/18,5,9786
8/19/18,6,9650
8/19/18,7,9625
8/19/18,8,9922
8/19/18,9,10263
8/19/18,10,10425
8/19/18,11,10926
8/19/18,12,11068
8/19/18,13,10983
8/19/18,14,11096
8/19/18,15,11120
8/19/18,16,11091
8/19/18,17,10861
8/19/18,18,10473
8/19/18,19,10161
8/19/18,20,10004
8/19/18,21,9831
8/19/18,22,9831
8/19/18,23,9716
8/20/18,0,9595
8/20/18,1,9663
8/20/18,2,9673
8/20/18,3,9922
8/20/18,4,10322
8/20/18,5,11250
8/20/18,6,11404
8/20/18,7,11903
8/20/18,8,13057
8/20/18,9,13809
8/20/18,10,14351
8/20/18,11,14713
8/20/18,12,14834
8/20/18,13,15007
8/20/18,14,14736
8/20/18,15,14492
8/20/18,16,13933
8/20/18,17,13320
8/20/18,18,12387
8/20/18,19,11964
8/20/18,20,11648
8/20/18,21,11096
8/20/18,22,10828
8/20/18,23,10632
8/21/18,0,10647
8/21/18,1,10570
8/21/18,2,10662
8/21/18,3,10660
8/21/18,4,11149
8/21/18,5,12278
8/21/18,6,12270
8/21/18,7,13276
8/21/18,8,13609
8/21/18,9,13662
8/21/18,10,13624
8/21/18,11,13616
8/21/18,12,13907
8/21/18,13,14459
8/21/18,14,14843
8/21/18,15,14683
8/21/18,16,14168
8/21/18,17,13302
8/21/18,18,12627
8/21/18,19,12501
8/21/18,20,12304
8/21/18,21,11839
8/21/18,22,11050
8/21/18,23,10869
8/22/18,0,10709
8/22/18,1,10668
8/22/18,2,10680
8/22/18,3,10667
8/22/18,4,11359
8/22/18,5,12261
8/22/18,6,12372
8/22/18,7,13217
8/22/18,8,14018
8/22/18,9,14605
8/22/18,10,14894
8/22/18,11,14927
8/22/18,12,15304
8/22/18,13,15311
8/22/18,14,14974
8/22/18,15,14522
8/22/18,16,13997
8/22/18,17,13057
8/22/18,18,12361
8/22/18,19,12092
8/22/18,20,11657
8/22/18,21,10701
8/22/18,22,10110
8/22/18,23,9764
8/23/18,0,9496
8/23/18,1,9361
8/23/18,2,9334
8/23/18,3,9323
8/23/18,4,9640
8/23/18,5,10547
8/23/18,6,10674
8/23/18,7,11681
8/23/18,8,12484
8/23/18,9,12994
8/23/18,10,13310
8/23/18,11,13751
8/23/18,12,14024
8/23/18,13,14231
8/23/18,14,14139
8/23/18,15,13898
8/23/18,16,13428
8/23/18,17,12698
8/23/18,18,11663
8/23/18,19,11096
8/23/18,20,10936
8/23/18,21,10450
8/23/18,22,9904
8/23/18,23,9532
8/24/18,0,9399
8/24/18,1,9247
8/24/18,2,9177
8/24/18,3,9219
8/24/18,4,9480
8/24/18,5,10503
8/24/18,6,10765
8/24/18,7,11821
8/24/18,8,13117
8/24/18,9,13829
8/24/18,10,14222
8/24/18,11,14305
8/24/18,12,14071
8/24/18,13,13527
8/24/18,14,13308
8/24/18,15,13748
8/24/18,16,13305
8/24/18,17,12721
8/24/18,18,11938
8/24/18,19,10969
8/24/18,20,10636
8/24/18,21,10070
8/24/18,22,9726
8/24/18,23,9389
8/25/18,0,9200
8/25/18,1,9069
8/25/18,2,9109
8/25/18,3,9106
8/25/18,4,9195
8/25/18,5,9352
8/25/18,6,9104
8/25/18,7,9177
8/25/18,8,9610
8/25/18,9,10406
8/25/18,10,10925
8/25/18,11,11297
8/25/18,12,11324
8/25/18,13,10981
8/25/18,14,10257
8/25/18,15,10356
8/25/18,16,10730
8/25/18,17,10697
8/25/18,18,10391
8/25/18,19,10057
8/25/18,20,9853
8/25/18,21,9585
8/25/18,22,9303
8/25/18,23,9137
8/26/18,0,9054
8/26/18,1,8922
8/26/18,2,8813
8/26/18,3,8811
8/26/18,4,9009
8/26/18,5,9243
8/26/18,6,8957
8/26/18,7,9110
8/26/18,8,9530
8/26/18,9,10285
8/26/18,10,10811
8/26/18,11,11011
8/26/18,12,11244
8/26/18,13,11018
8/26/18,14,10130
8/26/18,15,10374
8/26/18,16,10541
8/26/18,17,10563
8/26/18,18,10323
8/26/18,19,10151
8/26/18,20,9949
8/26/18,21,9429
8/26/18,22,9211
8/26/18,23,9046
8/27/18,0,9027
8/27/18,1,9260
8/27/18,2,9188
8/27/18,3,9387
8/27/18,4,9751
8/27/18,5,10764
8/27/18,6,10989
8/27/18,7,12031
8/27/18,8,12710
8/27/18,9,13330
8/27/18,10,14119
8/27/18,11,14442
8/27/18,12,14769
8/27/18,13,15029
8/27/18,14,15041
8/27/18,15,14664
8/27/18,16,13219
8/27/18,17,12120
8/27/18,18,11222
8/27/18,19,10965
8/27/18,20,10278
8/27/18,21,9816
8/27/18,22,9549
8/27/18,23,9331
8/28/18,0,9516
8/28/18,1,9585
8/28/18,2,9570
8/28/18,3,9603
8/28/18,4,9699
8/28/18,5,10849
8/28/18,6,11158
8/28/18,7,12337
8/28/18,8,13078
8/28/18,9,13932
8/28/18,10,14641
8/28/18,11,14788
8/28/18,12,15009
8/28/18,13,13297
8/28/18,14,13052
8/28/18,15,12726
8/28/18,16,12038
8/28/18,17,11372
8/28/18,18,10780
8/28/18,19,10590
8/28/18,20,10243
8/28/18,21,9722
8/28/18,22,9327
8/28/18,23,9191
8/29/18,0,9400
8/29/18,1,9293
8/29/18,2,9178
8/29/18,3,9240
8/29/18,4,9463
8/29/18,5,10569
8/29/18,6,10979
8/29/18,7,11962
8/29/18,8,12225
8/29/18,9,12846
8/29/18,10,13422
8/29/18,11,12096
8/29/18,12,12432
8/29/18,13,12582
8/29/18,14,12841
8/29/18,15,13080
8/29/18,16,12578
8/29/18,17,11954
8/29/18,18,11216
8/29/18,19,10699
8/29/18,20,9773
8/29/18,21,10173
8/29/18,22,9709
8/29/18,23,9433
8/30/18,0,9316
8/30/18,1,9420
8/30/18,2,9425
8/30/18,3,9452
8/30/18,4,9860
8/30/18,5,10747
8/30/18,6,10747
8/30/18,7,11687
8/30/18,8,12618
8/30/18,9,13421
8/30/18,10,14009
8/30/18,11,13963
8/30/18,12,12750
8/30/18,13,12465
8/30/18,14,12200
8/30/18,15,11726
8/30/18,16,10989
8/30/18,17,10484
8/30/18,18,10375
8/30/18,19,10327
8/30/18,20,9956
8/30/18,21,9287
8/30/18,22,9043
8/30/18,23,8711
8/31/18,0,8540
8/31/18,1,8416
8/31/18,2,8388
8/31/18,3,8427
8/31/18,4,8851
8/31/18,5,9535
8/31/18,6,9549
8/31/18,7,10120
8/31/18,8,11063
8/31/18,9,11493
8/31/18,10,11592
8/31/18,11,12016
8/31/18,12,12108
8/31/18,13,11839
8/31/18,14,10878
8/31/18,15,10824
8/31/18,16,10725
8/31/18,17,10305
8/31/18,18,9918
8/31/18,19,9845
8/31/18,20,9658
8/31/18,21,9409
8/31/18,22,8796
8/31/18,23,8618
9/1/18,0,8502
9/1/18,1,8486
9/1/18,2,8480
9/1/18,3,8362
9/1/18,4,8554
9/1/18,5,8667
9/1/18,6,8466
9/1/18,7,8696
9/1/18,8,8891
9/1/18,9,8745
9/1/18,10,9116
9/1/18,11,9696
9/1/18,12,10287
9/1/18,13,10524
9/1/18,14,10736
9/1/18,15,10843
9/1/18,16,10925
9/1/18,17,10622
9/1/18,18,10140
9/1/18,19,9972
9/1/18,20,9701
9/1/18,21,9405
9/1/18,22,9153
9/1/18,23,8979
9/2/18,0,8792
9/2/18,1,8777
9/2/18,2,8793
9/2/18,3,8878
9/2/18,4,8906
9/2/18,5,9064
9/2/18,6,8838
9/2/18,7,8780
9/2/18,8,9256
9/2/18,9,10031
9/2/18,10,10351
9/2/18,11,10693
9/2/18,12,10251
9/2/18,13,10052
9/2/18,14,10055
9/2/18,15,10147
9/2/18,16,10322
9/2/18,17,10091
9/2/18,18,9542
9/2/18,19,9179
9/2/18,20,9016
9/2/18,21,8878
9/2/18,22,8809
9/2/18,23,8761
9/3/18,0,8661
9/3/18,1,8665
9/3/18,2,8553
9/3/18,3,8650
9/3/18,4,9014
9/3/18,5,9577
9/3/18,6,9466
9/3/18,7,9193
9/3/18,8,9411
9/3/18,9,10028
9/3/18,10,10532
9/3/18,11,10713
9/3/18,12,11083
9/3/18,13,11316
9/3/18,14,11354
9/3/18,15,11487
9/3/18,16,10677
9/3/18,17,9762
9/3/18,18,9606
9/3/18,19,9552
9/3/18,20,9322
9/3/18,21,9035
9/3/18,22,8707
9/3/18,23,8592
9/4/18,0,8534
9/4/18,1,8502
9/4/18,2,8539
9/4/18,3,8694
9/4/18,4,9159
9/4/18,5,10157
9/4/18,6,10633
9/4/18,7,11408
9/4/18,8,12307
9/4/18,9,12115
9/4/18,10,12286
9/4/18,11,11735
9/4/18,12,11783
9/4/18,13,11640
9/4/18,14,11525
9/4/18,15,11315
9/4/18,16,10773
9/4/18,17,10130
9/4/18,18,9647
9/4/18,19,10448
9/4/18,20,10071
9/4/18,21,9460
9/4/18,22,8913
9/4/18,23,8800
9/5/18,0,8781
9/5/18,1,8811
9/5/18,2,8896
9/5/18,3,9007
9/5/18,4,9395
9/5/18,5,10334
9/5/18,6,11015
9/5/18,7,11275
9/5/18,8,11890
9/5/18,9,12550
9/5/18,10,12760
9/5/18,11,13024
9/5/18,12,13355
9/5/18,13,13491
9/5/18,14,13396
9/5/18,15,12720
9/5/18,16,11693
9/5/18,17,10879
9/5/18,18,10230
9/5/18,19,10124
9/5/18,20,10018
9/5/18,21,9665
9/5/18,22,9258
9/5/18,23,9112
9/6/18,0,8990
9/6/18,1,8857
9/6/18,2,8891
9/6/18,3,8962
9/6/18,4,9461
9/6/18,5,10472
9/6/18,6,10728
9/6/18,7,11877
9/6/18,8,12927
9/6/18,9,13765
9/6/18,10,14368
9/6/18,11,14435
9/6/18,12,14607
9/6/18,13,14682
9/6/18,14,14706
9/6/18,15,14522
9/6/18,16,13250
9/6/18,17,12534
9/6/18,18,11942
9/6/18,19,11785
9/6/18,20,11481
9/6/18,21,10940
9/6/18,22,10392
9/6/18,23,9821
9/7/18,0,9409
9/7/18,1,9377
9/7/18,2,9344
9/7/18,3,9328
9/7/18,4,9695
9/7/18,5,10610
9/7/18,6,10852
9/7/18,7,11846
9/7/18,8,12796
9/7/18,9,13543
9/7/18,10,14102
9/7/18,11,14167
9/7/18,12,14406
9/7/18,13,14456
9/7/18,14,14509
9/7/18,15,14192
9/7/18,16,13649
9/7/18,17,12632
9/7/18,18,11745
9/7/18,19,11047
9/7/18,20,10493
9/7/18,21,9935
9/7/18,22,9793
9/7/18,23,9483
9/8/18,0,9389
9/8/18,1,9074
9/8/18,2,9079
9/8/18,3,8983
9/8/18,4,9111
9/8/18,5,9262
9/8/18,6,9135
9/8/18,7,9454
9/8/18,8,9947
9/8/18,9,10487
9/8/18,10,10789
9/8/18,11,10955
9/8/18,12,11239
9/8/18,13,11380
9/8/18,14,11156
9/8/18,15,10882
9/8/18,16,10943
9/8/18,17,10842
9/8/18,18,10459
9/8/18,19,10352
9/8/18,20,10167
9/8/18,21,9815
9/8/18,22,9695
9/8/18,23,9504
9/9/18,0,9341
9/9/18,1,9278
9/9/18,2,9146
9/9/18,3,9123
9/9/18,4,9311
9/9/18,5,9553
9/9/18,6,9349
9/9/18,7,9510
9/9/18,8,10046
9/9/18,9,10491
9/9/18,10,10793
9/9/18,11,11110
9/9/18,12,11326
9/9/18,13,11562
9/9/18,14,11694
9/9/18,15,11794
9/9/18,16,11708
9/9/18,17,11464
9/9/18,18,10958
9/9/18,19,10794
9/9/18,20,10592
9/9/18,21,10329
9/9/18,22,10035
9/9/18,23,9899
9/10/18,0,9730
9/10/18,1,9687
9/10/18,2,9647
9/10/18,3,9752
9/10/18,4,10134
9/10/18,5,11000
9/10/18,6,11425
9/10/18,7,12359
9/10/18,8,13160
9/10/18,9,13582
9/10/18,10,13923
9/10/18,11,13900
9/10/18,12,13984
9/10/18,13,14248
9/10/18,14,14143
9/10/18,15,14027
9/10/18,16,13615
9/10/18,17,12675
9/10/18,18,12097
9/10/18,19,11861
9/10/18,20,11632
9/10/18,21,11035
9/10/18,22,10283
9/10/18,23,9832
9/11/18,0,9830
9/11/18,1,9755
9/11/18,2,9552
9/11/18,3,9499
9/11/18,4,9915
9/11/18,5,10962
9/11/18,6,11230
9/11/18,7,12331
9/11/18,8,13635
9/11/18,9,14267
9/11/18,10,14316
9/11/18,11,14387
9/11/18,12,14389
9/11/18,13,14712
9/11/18,14,14758
9/11/18,15,14363
9/11/18,16,13885
9/11/18,17,12899
9/11/18,18,12349
9/11/18,19,12127
9/11/18,20,11794
9/11/18,21,11081
9/11/18,22,10496
9/11/18,23,10147
9/12/18,0,9946
9/12/18,1,9827
9/12/18,2,9779
9/12/18,3,9852
9/12/18,4,10159
9/12/18,5,11133
9/12/18,6,11340
9/12/18,7,12149
9/12/18,8,13051
9/12/18,9,13932
9/12/18,10,14785
9/12/18,11,15207
9/12/18,12,15290
9/12/18,13,15241
9/12/18,14,15196
9/12/18,15,14917
9/12/18,16,14003
9/12/18,17,13114
9/12/18,18,12306
9/12/18,19,11675
9/12/18,20,10889
9/12/18,21,10456
9/12/18,22,10116
9/12/18,23,9588
9/13/18,0,9361
9/13/18,1,9279
9/13/18,2,9277
9/13/18,3,9392
9/13/18,4,9581
9/13/18,5,10657
9/13/18,6,10952
9/13/18,7,12050
9/13/18,8,12788
9/13/18,9,13637
9/13/18,10,14207
9/13/18,11,14522
9/13/18,12,15545
9/13/18,13,15968
9/13/18,14,15817
9/13/18,15,13354
9/13/18,16,11914
9/13/18,17,11347
9/13/18,18,11285
9/13/18,19,11072
9/13/18,20,10668
9/13/18,21,10334
9/13/18,22,9642
9/13/18,23,9303
9/14/18,0,9085
9/14/18,1,8972
9/14/18,2,8955
9/14/18,3,9039
9/14/18,4,9390
9/14/18,5,10272
9/14/18,6,10537
9/14/18,7,11469
9/14/18,8,12480
9/14/18,9,13511
9/14/18,10,13956
9/14/18,11,14111
9/14/18,12,14279
9/14/18,13,14792
9/14/18,14,14993
9/14/18,15,14717
9/14/18,16,14194
9/14/18,17,13314
9/14/18,18,12221
9/14/18,19,11586
9/14/18,20,11261
9/14/18,21,10841
9/14/18,22,10599
9/14/18,23,10319
9/15/18,0,10178
9/15/18,1,9917
9/15/18,2,9699
9/15/18,3,9561
9/15/18,4,9797
9/15/18,5,9875
9/15/18,6,9840
9/15/18,7,9974
9/15/18,8,10434
9/15/18,9,10815
9/15/18,10,11237
9/15/18,11,11521
9/15/18,12,12038
9/15/18,13,12181
9/15/18,14,12349
9/15/18,15,12298
9/15/18,16,12165
9/15/18,17,11837
9/15/18,18,11372
9/15/18,19,11389
9/15/18,20,11145
9/15/18,21,10977
9/15/18,22,10696
9/15/18,23,10533
9/16/18,0,10327
9/16/18,1,10094
9/16/18,2,9922
9/16/18,3,9664
9/16/18,4,9757
9/16/18,5,9732
9/16/18,6,9583
9/16/18,7,9476
9/16/18,8,9902
9/16/18,9,10398
9/16/18,10,10802
9/16/18,11,11247
9/16/18,12,11648
9/16/18,13,11791
9/16/18,14,12067
9/16/18,15,12266
9/16/18,16,12367
9/16/18,17,12145
9/16/18,18,11612
9/16/18,19,11437
9/16/18,20,11143
9/16/18,21,10805
9/16/18,22,10280
9/16/18,23,9992
9/17/18,0,9904
9/17/18,1,9858
9/17/18,2,9998
9/17/18,3,10076
9/17/18,4,10504
9/17/18,5,11465
9/17/18,6,12056
9/17/18,7,13119
9/17/18,8,14387
9/17/18,9,14917
9/17/18,10,15223
9/17/18,11,15354
9/17/18,12,15355
9/17/18,13,15420
9/17/18,14,15342
9/17/18,15,15019
9/17/18,16,14472
9/17/18,17,13549
9/17/18,18,12694
9/17/18,19,12494
9/17/18,20,12102
9/17/18,21,11370
9/17/18,22,10692
9/17/18,23,10429
9/18/18,0,10226
9/18/18,1,10073
9/18/18,2,10052
9/18/18,3,10039
9/18/18,4,10447
9/18/18,5,11540
9/18/18,6,11862
9/18/18,7,12980
9/18/18,8,14225
9/18/18,9,14980
9/18/18,10,15156
9/18/18,11,15502
9/18/18,12,15842
9/18/18,13,15955
9/18/18,14,15790
9/18/18,15,15471
9/18/18,16,14808
9/18/18,17,13958
9/18/18,18,13371
9/18/18,19,12993
9/18/18,20,12245
9/18/18,21,11549
9/18/18,22,10996
9/18/18,23,10550
9/19/18,0,10269
9/19/18,1,10164
9/19/18,2,10385
9/19/18,3,10732
9/19/18,4,11153
9/19/18,5,12211
9/19/18,6,12433
9/19/18,7,13471
9/19/18,8,14688
9/19/18,9,15353
9/19/18,10,15033
9/19/18,11,15033
9/19/18,12,15410
9/19/18,13,15697
9/19/18,14,15775
9/19/18,15,15274
9/19/18,16,13989
9/19/18,17,13434
9/19/18,18,12807
9/19/18,19,12423
9/19/18,20,11811
9/19/18,21,11391
9/19/18,22,10862
9/19/18,23,10601
9/20/18,0,10180
9/20/18,1,10060
9/20/18,2,10044
9/20/18,3,10114
9/20/18,4,10613
9/20/18,5,11772
9/20/18,6,12090
9/20/18,7,13005
9/20/18,8,13978
9/20/18,9,14710
9/20/18,10,14997
9/20/18,11,15017
9/20/18,12,15258
9/20/18,13,15514
9/20/18,14,15493
9/20/18,15,15094
9/20/18,16,14379
9/20/18,17,13460
9/20/18,18,12633
9/20/18,19,12398
9/20/18,20,12062
9/20/18,21,11508
9/20/18,22,10272
9/20/18,23,9900
9/21/18,0,9793
9/21/18,1,9577
9/21/18,2,9622
9/21/18,3,9552
9/21/18,4,9879
9/21/18,5,10886
9/21/18,6,11250
9/21/18,7,12019
9/21/18,8,13130
9/21/18,9,13841
9/21/18,10,14191
9/21/18,11,14410
9/21/18,12,14504
9/21/18,13,14616
9/21/18,14,14191
9/21/18,15,13768
9/21/18,16,13706
9/21/18,17,12766
9/21/18,18,12026
9/21/18,19,11372
9/21/18,20,10552
9/21/18,21,10037
9/21/18,22,9682
9/21/18,23,9428
9/22/18,0,9281
9/22/18,1,9079
9/22/18,2,9052
9/22/18,3,9001
9/22/18,4,8960
9/22/18,5,9064
9/22/18,6,9009
9/22/18,7,9063
9/22/18,8,9732
9/22/18,9,10191
9/22/18,10,10644
9/22/18,11,11014
9/22/18,12,11143
9/22/18,13,10940
9/22/18,14,11286
9/22/18,15,10467
9/22/18,16,10355
9/22/18,17,10152
9/22/18,18,9756
9/22/18,19,9671
9/22/18,20,9374
9/22/18,21,9200
9/22/18,22,9075
9/22/18,23,8874
9/23/18,0,8733
9/23/18,1,8560
9/23/18,2,8448
9/23/18,3,8407
9/23/18,4,8615
9/23/18,5,8926
9/23/18,6,8991
9/23/18,7,8821
9/23/18,8,8984
9/23/18,9,9474
9/23/18,10,10060
9/23/18,11,10415
9/23/18,12,10587
9/23/18,13,10754
9/23/18,14,11022
9/23/18,15,11258
9/23/18,16,11334
9/23/18,17,10610
9/23/18,18,10092
9/23/18,19,9758
9/23/18,20,9615
9/23/18,21,9312
9/23/18,22,9116
9/23/18,23,8990
9/24/18,0,8732
9/24/18,1,8755
9/24/18,2,8689
9/24/18,3,8838
9/24/18,4,9184
9/24/18,5,10142
9/24/18,6,10773
9/24/18,7,11489
9/24/18,8,12568
9/24/18,9,13272
9/24/18,10,13644
9/24/18,11,13787
9/24/18,12,13925
9/24/18,13,13714
9/24/18,14,13717
9/24/18,15,13432
9/24/18,16,12721
9/24/18,17,11673
9/24/18,18,11306
9/24/18,19,11245
9/24/18,20,10909
9/24/18,21,10066
9/24/18,22,9575
9/24/18,23,9318
9/25/18,0,9084
9/25/18,1,8886
9/25/18,2,9022
9/25/18,3,9055
9/25/18,4,9441
9/25/18,5,10439
9/25/18,6,10939
9/25/18,7,11750
9/25/18,8,12601
9/25/18,9,13819
9/25/18,10,14386
9/25/18,11,14945
9/25/18,12,14628
9/25/18,13,14192
9/25/18,14,13965
9/25/18,15,13455
9/25/18,16,12914
9/25/18,17,12301
9/25/18,18,11884
9/25/18,19,11463
9/25/18,20,10898
9/25/18,21,10387
9/25/18,22,9607
9/25/18,23,9351
9/26/18,0,9275
9/26/18,1,8939
9/26/18,2,8907
9/26/18,3,9097
9/26/18,4,9480
9/26/18,5,10326
9/26/18,6,10574
9/26/18,7,11424
9/26/18,8,12546
9/26/18,9,14191
9/26/18,10,14489
9/26/18,11,14533
9/26/18,12,14802
9/26/18,13,15170
9/26/18,14,15120
9/26/18,15,14885
9/26/18,16,14261
9/26/18,17,13287
9/26/18,18,12629
9/26/18,19,12384
9/26/18,20,11760
9/26/18,21,11316
9/26/18,22,10935
9/26/18,23,10435
9/27/18,0,10317
9/27/18,1,10251
9/27/18,2,10077
9/27/18,3,10238
9/27/18,4,10608
9/27/18,5,11749
9/27/18,6,12236
9/27/18,7,12773
9/27/18,8,13564
9/27/18,9,14601
9/27/18,10,14874
9/27/18,11,15014
9/27/18,12,15067
9/27/18,13,15688
9/27/18,14,15422
9/27/18,15,14906
9/27/18,16,14315
9/27/18,17,13355
9/27/18,18,12537
9/27/18,19,12040
9/27/18,20,11461
9/27/18,21,10579
9/27/18,22,10163
9/27/18,23,9806
9/28/18,0,9610
9/28/18,1,9347
9/28/18,2,9327
9/28/18,3,9399
9/28/18,4,9717
9/28/18,5,10874
9/28/18,6,11404
9/28/18,7,12384
9/28/18,8,13500
9/28/18,9,14111
9/28/18,10,14578
9/28/18,11,14760
9/28/18,12,14512
9/28/18,13,14188
9/28/18,14,14349
9/28/18,15,13902
9/28/18,16,13260
9/28/18,17,12519
9/28/18,18,12089
9/28/18,19,11800
9/28/18,20,10406
9/28/18,21,9843
9/28/18,22,9494
9/28/18,23,9289
9/29/18,0,9208
9/29/18,1,9126
9/29/18,2,8985
9/29/18,3,8874
9/29/18,4,8996
9/29/18,5,9029
9/29/18,6,8911
9/29/18,7,8865
9/29/18,8,9452
9/29/18,9,9915
9/29/18,10,10343
9/29/18,11,10639
9/29/18,12,11143
9/29/18,13,11316
9/29/18,14,11399
9/29/18,15,11460
9/29/18,16,11363
9/29/18,17,11072
9/29/18,18,10806
9/29/18,19,10505
9/29/18,20,10047
9/29/18,21,9844
9/29/18,22,9690
9/29/18,23,9465
9/30/18,0,9202
9/30/18,1,9134
9/30/18,2,9057
9/30/18,3,9034
9/30/18,4,9214
9/30/18,5,9271
9/30/18,6,9205
9/30/18,7,9076
9/30/18,8,9671
9/30/18,9,10292
9/30/18,10,10627
9/30/18,11,10961
9/30/18,12,11119
9/30/18,13,11332
9/30/18,14,11281
9/30/18,15,9655
9/30/18,16,9072
9/30/18,17,8806
9/30/18,18,9171
9/30/18,19,9024
9/30/18,20,8835
9/30/18,21,8663
9/30/18,22,8597
9/30/18,23,8641
