Date,Hour,kW Sum
4/25/18,23,6746
4/26/18,0,6726
4/26/18,1,6636
4/26/18,2,6569
4/26/18,3,6541
4/26/18,4,6865
4/26/18,5,7408
4/26/18,6,7471
4/26/18,7,8525
4/26/18,8,9259
4/26/18,9,9780
4/26/18,10,10420
4/26/18,11,10772
4/26/18,12,11106
4/26/18,13,11485
4/26/18,14,11387
4/26/18,15,10672
4/26/18,16,10116
4/26/18,17,9366
4/26/18,18,8666
4/26/18,19,8423
4/26/18,20,8375
4/26/18,21,8105
4/26/18,22,7473
4/26/18,23,6813
4/27/18,0,6623
4/27/18,1,6475
4/27/18,2,6415
4/27/18,3,6398
4/27/18,4,6801
4/27/18,5,7279
4/27/18,6,7341
4/27/18,7,8019
4/27/18,8,8491
4/27/18,9,9036
4/27/18,10,9339
4/27/18,11,9422
4/27/18,12,9391
4/27/18,13,9300
4/27/18,14,9256
4/27/18,15,8812
4/27/18,16,8272
4/27/18,17,7569
4/27/18,18,6996
4/27/18,19,6954
4/27/18,20,6960
4/27/18,21,6824
4/27/18,22,6638
4/27/18,23,6457
4/28/18,0,6370
4/28/18,1,6220
4/28/18,2,6212
4/28/18,3,6160
4/28/18,4,6301
4/28/18,5,6208
4/28/18,6,5872
4/28/18,7,6042
4/28/18,8,6167
4/28/18,9,6410
4/28/18,10,6627
4/28/18,11,6882
4/28/18,12,7109
4/28/18,13,7140
4/28/18,14,7129
4/28/18,15,7152
4/28/18,16,7083
4/28/18,17,7029
4/28/18,18,6763
4/28/18,19,6721
4/28/18,20,6900
4/28/18,21,6781
4/28/18,22,6652
4/28/18,23,6535
4/29/18,0,6570
4/29/18,1,6566
4/29/18,2,6448
4/29/18,3,6427
4/29/18,4,6474
4/29/18,5,6411
4/29/18,6,5957
4/29/18,7,6055
4/29/18,8,6197
4/29/18,9,6431
4/29/18,10,6822
4/29/18,11,7250
4/29/18,12,7412
4/29/18,13,7539
4/29/18,14,7691
4/29/18,15,7745
4/29/18,16,7713
4/29/18,17,7590
4/29/18,18,7323
4/29/18,19,7146
4/29/18,20,7004
4/29/18,21,6670
4/29/18,22,6519
4/29/18,23,6389
4/30/18,0,6302
4/30/18,1,6246
4/30/18,2,6228
4/30/18,3,6329
4/30/18,4,6639
4/30/18,5,7093
4/30/18,6,7129
4/30/18,7,7968
4/30/18,8,8809
4/30/18,9,9264
4/30/18,10,9786
4/30/18,11,10071
4/30/18,12,10267
4/30/18,13,10531
4/30/18,14,10491
4/30/18,15,10175
4/30/18,16,9743
4/30/18,17,8944
4/30/18,18,8210
4/30/18,19,7820
4/30/18,20,7772
4/30/18,21,7439
4/30/18,22,7059
4/30/18,23,6802
5/1/18,0,6713
5/1/18,1,6668
5/1/18,2,6653
5/1/18,3,6750
5/1/18,4,7085
5/1/18,5,7770
5/1/18,6,7850
5/1/18,7,8963
5/1/18,8,9949
5/1/18,9,10619
5/1/18,10,11069
5/1/18,11,11296
5/1/18,12,11384
5/1/18,13,11479
5/1/18,14,11212
5/1/18,15,10964
5/1/18,16,10439
5/1/18,17,9687
5/1/18,18,9118
5/1/18,19,8797
5/1/18,20,8707
5/1/18,21,8207
5/1/18,22,7687
5/1/18,23,6931
5/2/18,0,6875
5/2/18,1,6796
5/2/18,2,6846
5/2/18,3,6836
5/2/18,4,7253
5/2/18,5,7908
5/2/18,6,8058
5/2/18,7,8967
5/2/18,8,9858
5/2/18,9,10603
5/2/18,10,11240
5/2/18,11,11187
5/2/18,12,11212
5/2/18,13,11258
5/2/18,14,11168
5/2/18,15,10803
5/2/18,16,10304
5/2/18,17,9629
5/2/18,18,8827
5/2/18,19,8601
5/2/18,20,8616
5/2/18,21,8094
5/2/18,22,7386
5/2/18,23,7021
5/3/18,0,6925
5/3/18,1,6959
5/3/18,2,6975
5/3/18,3,7009
5/3/18,4,7377
5/3/18,5,7949
5/3/18,6,8087
5/3/18,7,9240
5/3/18,8,10017
5/3/18,9,10431
5/3/18,10,10701
5/3/18,11,10903
5/3/18,12,10933
5/3/18,13,11090
5/3/18,14,10918
5/3/18,15,10937
5/3/18,16,10653
5/3/18,17,9977
5/3/18,18,9265
5/3/18,19,8855
5/3/18,20,8740
5/3/18,21,8250
5/3/18,22,7486
5/3/18,23,7075
5/4/18,0,7026
5/4/18,1,6998
5/4/18,2,6972
5/4/18,3,6913
5/4/18,4,7386
5/4/18,5,7838
5/4/18,6,7836
5/4/18,7,9031
5/4/18,8,10101
5/4/18,9,10683
5/4/18,10,11309
5/4/18,11,11365
5/4/18,12,11425
5/4/18,13,11802
5/4/18,14,11925
5/4/18,15,11374
5/4/18,16,10952
5/4/18,17,10530
5/4/18,18,9838
5/4/18,19,9475
5/4/18,20,8809
5/4/18,21,8338
5/4/18,22,8091
5/4/18,23,7674
5/5/18,0,7662
5/5/18,1,7505
5/5/18,2,7530
5/5/18,3,7430
5/5/18,4,7661
5/5/18,5,7611
5/5/18,6,7197
5/5/18,7,7409
5/5/18,8,7459
5/5/18,9,7972
5/5/18,10,8224
5/5/18,11,8512
5/5/18,12,8633
5/5/18,13,8783
5/5/18,14,8807
5/5/18,15,8802
5/5/18,16,8758
5/5/18,17,8561
5/5/18,18,8234
5/5/18,19,7934
5/5/18,20,7957
5/5/18,21,7786
5/5/18,22,7693
5/5/18,23,7591
5/6/18,0,7533
5/6/18,1,7479
5/6/18,2,7496
5/6/18,3,7333
5/6/18,4,7489
5/6/18,5,7443
5/6/18,6,7026
5/6/18,7,7011
5/6/18,8,7342
5/6/18,9,7729
5/6/18,10,8168
5/6/18,11,8330
5/6/18,12,8473
5/6/18,13,8632
5/6/18,14,8815
5/6/18,15,8915
5/6/18,16,8978
5/6/18,17,8765
5/6/18,18,8424
5/6/18,19,8212
5/6/18,20,8211
5/6/18,21,7816
5/6/18,22,7511
5/6/18,23,7257
5/7/18,0,7117
5/7/18,1,6986
5/7/18,2,7026
5/7/18,3,6963
5/7/18,4,7378
5/7/18,5,7919
5/7/18,6,7957
5/7/18,7,9131
5/7/18,8,10182
5/7/18,9,11000
5/7/18,10,11567
5/7/18,11,11760
5/7/18,12,11903
5/7/18,13,12145
5/7/18,14,12021
5/7/18,15,11716
5/7/18,16,11212
5/7/18,17,10632
5/7/18,18,9950
5/7/18,19,9372
5/7/18,20,9530
5/7/18,21,9162
5/7/18,22,8709
5/7/18,23,7841
5/8/18,0,7551
5/8/18,1,7330
5/8/18,2,7262
5/8/18,3,7254
5/8/18,4,7627
5/8/18,5,8231
5/8/18,6,8461
5/8/18,7,9500
5/8/18,8,10579
5/8/18,9,11165
5/8/18,10,11754
5/8/18,11,11854
5/8/18,12,12019
5/8/18,13,12118
5/8/18,14,12168
5/8/18,15,12226
5/8/18,16,11577
5/8/18,17,10805
5/8/18,18,9985
5/8/18,19,9938
5/8/18,20,9982
5/8/18,21,9533
5/8/18,22,9150
5/8/18,23,8173
5/9/18,0,7762
5/9/18,1,7600
5/9/18,2,7592
5/9/18,3,7494
5/9/18,4,7867
5/9/18,5,8383
5/9/18,6,8639
5/9/18,7,9982
5/9/18,8,11448
5/9/18,9,12253
5/9/18,10,12353
5/9/18,11,12248
5/9/18,12,12455
5/9/18,13,12881
5/9/18,14,12879
5/9/18,15,12166
5/9/18,16,11519
5/9/18,17,11120
5/9/18,18,10086
5/9/18,19,9791
5/9/18,20,9879
5/9/18,21,9421
5/9/18,22,8576
5/9/18,23,8155
5/10/18,0,8011
5/10/18,1,7843
5/10/18,2,7786
5/10/18,3,7721
5/10/18,4,8064
5/10/18,5,8727
5/10/18,6,8946
5/10/18,7,10232
5/10/18,8,11110
5/10/18,9,11582
5/10/18,10,12013
5/10/18,11,12145
5/10/18,12,12326
5/10/18,13,12370
5/10/18,14,12249
5/10/18,15,12137
5/10/18,16,11807
5/10/18,17,11023
5/10/18,18,10238
5/10/18,19,9628
5/10/18,20,9637
5/10/18,21,9258
5/10/18,22,8799
5/10/18,23,8154
5/11/18,0,7997
5/11/18,1,7780
5/11/18,2,7850
5/11/18,3,7813
5/11/18,4,8200
5/11/18,5,8759
5/11/18,6,9053
5/11/18,7,10227
5/11/18,8,11356
5/11/18,9,11765
5/11/18,10,12175
5/11/18,11,12326
5/11/18,12,12305
5/11/18,13,12116
5/11/18,14,11978
5/11/18,15,11725
5/11/18,16,11610
5/11/18,17,10841
5/11/18,18,9953
5/11/18,19,9372
5/11/18,20,8954
5/11/18,21,8563
5/11/18,22,8195
5/11/18,23,7729
5/12/18,0,7542
5/12/18,1,7411
5/12/18,2,7396
5/12/18,3,7337
5/12/18,4,7582
5/12/18,5,7394
5/12/18,6,7121
5/12/18,7,7319
5/12/18,8,7681
5/12/18,9,8065
5/12/18,10,8420
5/12/18,11,8664
5/12/18,12,8953
5/12/18,13,9098
5/12/18,14,9257
5/12/18,15,9285
5/12/18,16,9249
5/12/18,17,9146
5/12/18,18,8877
5/12/18,19,8605
5/12/18,20,8634
5/12/18,21,8448
5/12/18,22,8392
5/12/18,23,8130
5/13/18,0,8122
5/13/18,1,7994
5/13/18,2,8048
5/13/18,3,8027
5/13/18,4,8089
5/13/18,5,8088
5/13/18,6,7886
5/13/18,7,8251
5/13/18,8,8570
5/13/18,9,9020
5/13/18,10,9276
5/13/18,11,9359
5/13/18,12,9437
5/13/18,13,9490
5/13/18,14,9766
5/13/18,15,9606
5/13/18,16,9537
5/13/18,17,9163
5/13/18,18,8753
5/13/18,19,8549
5/13/18,20,8601
5/13/18,21,8459
5/13/18,22,8342
5/13/18,23,8196
5/14/18,0,8056
5/14/18,1,7959
5/14/18,2,8061
5/14/18,3,8105
5/14/18,4,8439
5/14/18,5,9379
5/14/18,6,9521
5/14/18,7,10537
5/14/18,8,11326
5/14/18,9,11783
5/14/18,10,12273
5/14/18,11,12646
5/14/18,12,12858
5/14/18,13,12970
5/14/18,14,12651
5/14/18,15,12248
5/14/18,16,11864
5/14/18,17,10727
5/14/18,18,9769
5/14/18,19,9392
5/14/18,20,9193
5/14/18,21,8716
5/14/18,22,8407
5/14/18,23,8104
5/15/18,0,8071
5/15/18,1,8067
5/15/18,2,8095
5/15/18,3,8189
5/15/18,4,8624
5/15/18,5,9404
5/15/18,6,9778
5/15/18,7,10654
5/15/18,8,11335
5/15/18,9,11596
5/15/18,10,11832
5/15/18,11,12006
5/15/18,12,12184
5/15/18,13,12443
5/15/18,14,12260
5/15/18,15,11730
5/15/18,16,11439
5/15/18,17,10754
5/15/18,18,10253
5/15/18,19,9922
5/15/18,20,9935
5/15/18,21,9547
5/15/18,22,9042
5/15/18,23,8340
5/16/18,0,8297
5/16/18,1,8154
5/16/18,2,8231
5/16/18,3,8268
5/16/18,4,8631
5/16/18,5,9422
5/16/18,6,9717
5/16/18,7,10723
5/16/18,8,11510
5/16/18,9,11765
5/16/18,10,12374
5/16/18,11,12829
5/16/18,12,13095
5/16/18,13,13330
5/16/18,14,12812
5/16/18,15,11756
5/16/18,16,11410
5/16/18,17,11131
5/16/18,18,10140
5/16/18,19,9934
5/16/18,20,9923
5/16/18,21,9419
5/16/18,22,9141
5/16/18,23,8436
5/17/18,0,8343
5/17/18,1,8290
5/17/18,2,8242
5/17/18,3,8204
5/17/18,4,8580
5/17/18,5,9500
5/17/18,6,9817
5/17/18,7,10964
5/17/18,8,11687
5/17/18,9,12211
5/17/18,10,12911
5/17/18,11,12857
5/17/18,12,13029
5/17/18,13,13270
5/17/18,14,13141
5/17/18,15,12809
5/17/18,16,12229
5/17/18,17,11507
5/17/18,18,10711
5/17/18,19,10253
5/17/18,20,10167
5/17/18,21,9870
5/17/18,22,9029
5/17/18,23,8573
5/18/18,0,8449
5/18/18,1,8182
5/18/18,2,8201
5/18/18,3,8514
5/18/18,4,8757
5/18/18,5,9765
5/18/18,6,9508
5/18/18,7,10091
5/18/18,8,10704
5/18/18,9,11164
5/18/18,10,11455
5/18/18,11,11916
5/18/18,12,11995
5/18/18,13,12223
5/18/18,14,12285
5/18/18,15,11905
5/18/18,16,11485
5/18/18,17,10756
5/18/18,18,10075
5/18/18,19,9732
5/18/18,20,9729
5/18/18,21,9380
5/18/18,22,9042
5/18/18,23,8811
5/19/18,0,8715
5/19/18,1,8518
5/19/18,2,8494
5/19/18,3,8427
5/19/18,4,8531
5/19/18,5,8502
5/19/18,6,8287
5/19/18,7,8595
5/19/18,8,8829
5/19/18,9,9277
5/19/18,10,9482
5/19/18,11,9659
5/19/18,12,9844
5/19/18,13,9918
5/19/18,14,9961
5/19/18,15,10070
5/19/18,16,10003
5/19/18,17,9871
5/19/18,18,9520
5/19/18,19,9188
5/19/18,20,9276
5/19/18,21,8941
5/19/18,22,8649
5/19/18,23,8384
5/20/18,0,8264
5/20/18,1,8178
5/20/18,2,8265
5/20/18,3,8122
5/20/18,4,8218
5/20/18,5,8301
5/20/18,6,7949
5/20/18,7,8027
5/20/18,8,8344
5/20/18,9,8867
5/20/18,10,9247
5/20/18,11,9415
5/20/18,12,9854
5/20/18,13,9720
5/20/18,14,9455
5/20/18,15,9405
5/20/18,16,9158
5/20/18,17,8699
5/20/18,18,8430
5/20/18,19,8616
5/20/18,20,8550
5/20/18,21,8355
5/20/18,22,8171
5/20/18,23,8011
5/21/18,0,7901
5/21/18,1,7848
5/21/18,2,7854
5/21/18,3,7887
5/21/18,4,8293
5/21/18,5,9234
5/21/18,6,9356
5/21/18,7,10450
5/21/18,8,11670
5/21/18,9,12556
5/21/18,10,12628
5/21/18,11,12462
5/21/18,12,12947
5/21/18,13,13019
5/21/18,14,12541
5/21/18,15,12201
5/21/18,16,12145
5/21/18,17,11400
5/21/18,18,10708
5/21/18,19,10142
5/21/18,20,10585
5/21/18,21,9747
5/21/18,22,9214
5/21/18,23,8646
5/22/18,0,8604
5/22/18,1,8644
5/22/18,2,8730
5/22/18,3,8794
5/22/18,4,9128
5/22/18,5,10047
5/22/18,6,10174
5/22/18,7,11656
5/22/18,8,12528
5/22/18,9,13147
5/22/18,10,13575
5/22/18,11,13521
5/22/18,12,13581
5/22/18,13,13612
5/22/18,14,13293
5/22/18,15,13177
5/22/18,16,12747
5/22/18,17,12210
5/22/18,18,11645
5/22/18,19,10728
5/22/18,20,10550
5/22/18,21,10178
5/22/18,22,9505
5/22/18,23,8594
5/23/18,0,8327
5/23/18,1,8369
5/23/18,2,8416
5/23/18,3,8610
5/23/18,4,8954
5/23/18,5,9527
5/23/18,6,9666
5/23/18,7,11027
5/23/18,8,12543
5/23/18,9,13052
5/23/18,10,13472
5/23/18,11,14068
5/23/18,12,14183
5/23/18,13,14377
5/23/18,14,14226
5/23/18,15,13222
5/23/18,16,12673
5/23/18,17,11906
5/23/18,18,11612
5/23/18,19,10779
5/23/18,20,10663
5/23/18,21,10227
5/23/18,22,9804
5/23/18,23,8851
5/24/18,0,8740
5/24/18,1,8619
5/24/18,2,8671
5/24/18,3,8762
5/24/18,4,8887
5/24/18,5,9729
5/24/18,6,9995
5/24/18,7,11469
5/24/18,8,12527
5/24/18,9,12982
5/24/18,10,13415
5/24/18,11,13421
5/24/18,12,13522
5/24/18,13,13529
5/24/18,14,13336
5/24/18,15,12992
5/24/18,16,12562
5/24/18,17,11820
5/24/18,18,11021
5/24/18,19,10378
5/24/18,20,10332
5/24/18,21,9427
5/24/18,22,8901
5/24/18,23,8590
5/25/18,0,8481
5/25/18,1,8102
5/25/18,2,8128
5/25/18,3,8095
5/25/18,4,8406
5/25/18,5,8891
5/25/18,6,8888
5/25/18,7,9588
5/25/18,8,10070
5/25/18,9,10360
5/25/18,10,10521
5/25/18,11,10761
5/25/18,12,11094
5/25/18,13,11303
5/25/18,14,11324
5/25/18,15,11207
5/25/18,16,10990
5/25/18,17,10570
5/25/18,18,9829
5/25/18,19,9299
5/25/18,20,9246
5/25/18,21,8949
5/25/18,22,8528
5/25/18,23,8252
5/26/18,0,8099
5/26/18,1,8024
5/26/18,2,8068
5/26/18,3,8089
5/26/18,4,8190
5/26/18,5,8117
5/26/18,6,7798
5/26/18,7,8138
5/26/18,8,8599
5/26/18,9,8997
5/26/18,10,9368
5/26/18,11,9208
5/26/18,12,9153
5/26/18,13,9148
5/26/18,14,9167
5/26/18,15,9037
5/26/18,16,8870
5/26/18,17,8564
5/26/18,18,8307
5/26/18,19,8223
5/26/18,20,8324
5/26/18,21,8001
5/26/18,22,7886
5/26/18,23,7698
5/27/18,0,7687
5/27/18,1,7561
5/27/18,2,7697
5/27/18,3,7655
5/27/18,4,7876
5/27/18,5,7898
5/27/18,6,7547
5/27/18,7,7662
5/27/18,8,7936
5/27/18,9,8102
5/27/18,10,8200
5/27/18,11,8482
5/27/18,12,8437
5/27/18,13,8593
5/27/18,14,8526
5/27/18,15,8495
5/27/18,16,8393
5/27/18,17,8080
5/27/18,18,7897
5/27/18,19,7984
5/27/18,20,8065
5/27/18,21,7902
5/27/18,22,7829
5/27/18,23,7767
5/28/18,0,7759
5/28/18,1,7763
5/28/18,2,7816
5/28/18,3,7876
5/28/18,4,8216
5/28/18,5,8779
5/28/18,6,8441
5/28/18,7,8379
5/28/18,8,8458
5/28/18,9,8514
5/28/18,10,8830
5/28/18,11,8927
5/28/18,12,9052
5/28/18,13,9193
5/28/18,14,8819
5/28/18,15,8708
5/28/18,16,8381
5/28/18,17,8030
5/28/18,18,7823
5/28/18,19,7984
5/28/18,20,8587
5/28/18,21,8437
5/28/18,22,8266
5/28/18,23,8062
5/29/18,0,8092
5/29/18,1,8129
5/29/18,2,8314
5/29/18,3,8375
5/29/18,4,8790
5/29/18,5,9607
5/29/18,6,9902
5/29/18,7,11743
5/29/18,8,12566
5/29/18,9,12335
5/29/18,10,12713
5/29/18,11,12693
5/29/18,12,13219
5/29/18,13,12699
5/29/18,14,12743
5/29/18,15,12539
5/29/18,16,12265
5/29/18,17,11509
5/29/18,18,11046
5/29/18,19,10510
5/29/18,20,10547
5/29/18,21,10389
5/29/18,22,9937
5/29/18,23,9435
5/30/18,0,9399
5/30/18,1,9305
5/30/18,2,9273
5/30/18,3,9177
5/30/18,4,9093
5/30/18,5,9803
5/30/18,6,10057
5/30/18,7,11534
5/30/18,8,12198
5/30/18,9,12821
5/30/18,10,13201
5/30/18,11,13328
5/30/18,12,13267
5/30/18,13,13475
5/30/18,14,13639
5/30/18,15,13333
5/30/18,16,12665
5/30/18,17,11882
5/30/18,18,11192
5/30/18,19,10851
5/30/18,20,10856
5/30/18,21,10349
5/30/18,22,9752
5/30/18,23,8721
5/31/18,0,8412
5/31/18,1,8306
5/31/18,2,8352
5/31/18,3,8345
5/31/18,4,8695
5/31/18,5,9464
5/31/18,6,9855
5/31/18,7,11221
5/31/18,8,12141
5/31/18,9,12678
5/31/18,10,12998
5/31/18,11,13069
5/31/18,12,13366
5/31/18,13,13646
5/31/18,14,13502
5/31/18,15,13512
5/31/18,16,13109
5/31/18,17,12321
5/31/18,18,11456
5/31/18,19,10463
5/31/18,20,10411
5/31/18,21,10149
5/31/18,22,9227
5/31/18,23,8810
6/1/18,0,8647
6/1/18,1,8559
6/1/18,2,8570
6/1/18,3,8725
6/1/18,4,9082
6/1/18,5,9704
6/1/18,6,9911
6/1/18,7,11332
6/1/18,8,12409
6/1/18,9,13002
6/1/18,10,13510
6/1/18,11,13849
6/1/18,12,13748
6/1/18,13,13830
6/1/18,14,13687
6/1/18,15,13304
6/1/18,16,12774
6/1/18,17,11921
6/1/18,18,10866
6/1/18,19,10505
6/1/18,20,10499
6/1/18,21,10089
6/1/18,22,9659
6/1/18,23,9288
6/2/18,0,9219
6/2/18,1,9095
6/2/18,2,9017
6/2/18,3,9054
6/2/18,4,9132
6/2/18,5,9080
6/2/18,6,9031
6/2/18,7,9308
6/2/18,8,9583
6/2/18,9,9944
6/2/18,10,10205
6/2/18,11,10508
6/2/18,12,10387
6/2/18,13,10516
6/2/18,14,10619
6/2/18,15,10529
6/2/18,16,10446
6/2/18,17,10167
6/2/18,18,9888
6/2/18,19,9726
6/2/18,20,9777
6/2/18,21,9640
6/2/18,22,9481
6/2/18,23,9363
6/3/18,0,9395
6/3/18,1,9335
6/3/18,2,9342
6/3/18,3,9329
6/3/18,4,9463
6/3/18,5,9486
6/3/18,6,9386
6/3/18,7,9649
6/3/18,8,9920
6/3/18,9,10321
6/3/18,10,10719
6/3/18,11,10854
6/3/18,12,11184
6/3/18,13,11343
6/3/18,14,10854
6/3/18,15,10948
6/3/18,16,11180
6/3/18,17,10267
6/3/18,18,9052
6/3/18,19,9010
6/3/18,20,9521
6/3/18,21,9674
6/3/18,22,9729
6/3/18,23,9608
6/4/18,0,9591
6/4/18,1,9636
6/4/18,2,9667
6/4/18,3,9413
6/4/18,4,9633
6/4/18,5,10152
6/4/18,6,10527
6/4/18,7,11515
6/4/18,8,12746
6/4/18,9,13614
6/4/18,10,13800
6/4/18,11,14041
6/4/18,12,14108
6/4/18,13,14119
6/4/18,14,14144
6/4/18,15,13873
6/4/18,16,13343
6/4/18,17,12600
6/4/18,18,11750
6/4/18,19,11250
6/4/18,20,11375
6/4/18,21,10695
6/4/18,22,9718
6/4/18,23,9158
6/5/18,0,8662
6/5/18,1,8304
6/5/18,2,8169
6/5/18,3,8087
6/5/18,4,8467
6/5/18,5,9231
6/5/18,6,9669
6/5/18,7,10972
6/5/18,8,11533
6/5/18,9,11818
6/5/18,10,11874
6/5/18,11,11764
6/5/18,12,11852
6/5/18,13,12243
6/5/18,14,12140
6/5/18,15,11906
6/5/18,16,11566
6/5/18,17,10765
6/5/18,18,9948
6/5/18,19,9751
6/5/18,20,9750
6/5/18,21,9547
6/5/18,22,9212
6/5/18,23,8368
6/6/18,0,8230
6/6/18,1,8226
6/6/18,2,8361
6/6/18,3,8446
6/6/18,4,8914
6/6/18,5,9661
6/6/18,6,10040
6/6/18,7,10849
6/6/18,8,11526
6/6/18,9,12516
6/6/18,10,12913
6/6/18,11,13019
6/6/18,12,13262
6/6/18,13,13430
6/6/18,14,13266
6/6/18,15,12780
6/6/18,16,12366
6/6/18,17,11736
6/6/18,18,11001
6/6/18,19,10341
6/6/18,20,10481
6/6/18,21,9545
6/6/18,22,8803
6/6/18,23,8336
6/7/18,0,8135
6/7/18,1,8130
6/7/18,2,8152
6/7/18,3,8278
6/7/18,4,8722
6/7/18,5,9339
6/7/18,6,9711
6/7/18,7,11659
6/7/18,8,13146
6/7/18,9,13576
6/7/18,10,13902
6/7/18,11,13996
6/7/18,12,14256
6/7/18,13,14101
6/7/18,14,14285
6/7/18,15,13914
6/7/18,16,13404
6/7/18,17,12685
6/7/18,18,11944
6/7/18,19,10959
6/7/18,20,10771
6/7/18,21,10023
6/7/18,22,9555
6/7/18,23,9201
6/8/18,0,8963
6/8/18,1,8738
6/8/18,2,8633
6/8/18,3,8616
6/8/18,4,9111
6/8/18,5,10040
6/8/18,6,10437
6/8/18,7,11664
6/8/18,8,12651
6/8/18,9,12885
6/8/18,10,13218
6/8/18,11,13352
6/8/18,12,13215
6/8/18,13,13230
6/8/18,14,13424
6/8/18,15,12990
6/8/18,16,12324
6/8/18,17,11339
6/8/18,18,10809
6/8/18,19,10009
6/8/18,20,9543
6/8/18,21,9095
6/8/18,22,8753
6/8/18,23,8215
6/9/18,0,8150
6/9/18,1,8104
6/9/18,2,8134
6/9/18,3,8065
6/9/18,4,8229
6/9/18,5,8144
6/9/18,6,7890
6/9/18,7,8302
6/9/18,8,8837
6/9/18,9,9258
6/9/18,10,9583
6/9/18,11,9936
6/9/18,12,10093
6/9/18,13,10255
6/9/18,14,10107
6/9/18,15,10150
6/9/18,16,10090
6/9/18,17,9975
6/9/18,18,9796
6/9/18,19,9419
6/9/18,20,9407
6/9/18,21,8927
6/9/18,22,8637
6/9/18,23,8308
6/10/18,0,8260
6/10/18,1,8138
6/10/18,2,8270
6/10/18,3,8232
6/10/18,4,8499
6/10/18,5,8287
6/10/18,6,8262
6/10/18,7,8498
6/10/18,8,9040
6/10/18,9,9271
6/10/18,10,9588
6/10/18,11,9671
6/10/18,12,9055
6/10/18,13,8701
6/10/18,14,8749
6/10/18,15,8785
6/10/18,16,8909
6/10/18,17,8953
6/10/18,18,8578
6/10/18,19,8376
6/10/18,20,8635
6/10/18,21,8605
6/10/18,22,8606
6/10/18,23,8530
6/11/18,0,9104
6/11/18,1,9423
6/11/18,2,9484
6/11/18,3,9082
6/11/18,4,10306
6/11/18,5,10779
6/11/18,6,10928
6/11/18,7,12106
6/11/18,8,11525
6/11/18,9,11042
6/11/18,10,11543
6/11/18,11,12185
6/11/18,12,12906
6/11/18,13,13239
6/11/18,14,13274
6/11/18,15,12716
6/11/18,16,11696
6/11/18,17,11370
6/11/18,18,10601
6/11/18,19,10326
6/11/18,20,10516
6/11/18,21,10460
6/11/18,22,10206
6/11/18,23,9645
6/12/18,0,9232
6/12/18,1,9106
6/12/18,2,9335
6/12/18,3,9049
6/12/18,4,9345
6/12/18,5,10259
6/12/18,6,10441
6/12/18,7,11190
6/12/18,8,11467
6/12/18,9,11838
6/12/18,10,12535
6/12/18,11,12822
6/12/18,12,12019
6/12/18,13,12256
6/12/18,14,12286
6/12/18,15,12206
6/12/18,16,11788
6/12/18,17,11069
6/12/18,18,10382
6/12/18,19,10148
6/12/18,20,10278
6/12/18,21,9742
6/12/18,22,9086
6/12/18,23,9101
6/13/18,0,8864
6/13/18,1,8646
6/13/18,2,8435
6/13/18,3,8603
6/13/18,4,8948
6/13/18,5,9511
6/13/18,6,10004
6/13/18,7,11292
6/13/18,8,11840
6/13/18,9,12521
6/13/18,10,13141
6/13/18,11,13479
6/13/18,12,13718
6/13/18,13,13333
6/13/18,14,12892
6/13/18,15,12390
6/13/18,16,11861
6/13/18,17,11141
6/13/18,18,10525
6/13/18,19,10119
6/13/18,20,10392
6/13/18,21,10078
6/13/18,22,9873
6/13/18,23,9690
6/14/18,0,9892
6/14/18,1,9802
6/14/18,2,9762
6/14/18,3,9747
6/14/18,4,10143
6/14/18,5,10908
6/14/18,6,11190
6/14/18,7,12262
6/14/18,8,12927
6/14/18,9,13162
6/14/18,10,13571
6/14/18,11,14058
6/14/18,12,13820
6/14/18,13,14127
6/14/18,14,13850
6/14/18,15,13331
6/14/18,16,12376
6/14/18,17,11442
6/14/18,18,10672
6/14/18,19,10224
6/14/18,20,10306
6/14/18,21,10070
6/14/18,22,10097
6/14/18,23,10010
6/15/18,0,9990
6/15/18,1,10004
6/15/18,2,10186
6/15/18,3,10237
6/15/18,4,10640
6/15/18,5,11455
6/15/18,6,11718
6/15/18,7,12894
6/15/18,8,13343
6/15/18,9,13606
6/15/18,10,12821
6/15/18,11,12249
6/15/18,12,12367
6/15/18,13,12766
6/15/18,14,12753
6/15/18,15,12330
6/15/18,16,11970
6/15/18,17,11369
6/15/18,18,10786
6/15/18,19,10295
6/15/18,20,10654
6/15/18,21,10569
6/15/18,22,10490
6/15/18,23,10237
6/16/18,0,10137
6/16/18,1,10071
6/16/18,2,10137
6/16/18,3,9976
6/16/18,4,10073
6/16/18,5,10237
6/16/18,6,9894
6/16/18,7,10141
6/16/18,8,10062
6/16/18,9,10574
6/16/18,10,10688
6/16/18,11,10976
6/16/18,12,11194
6/16/18,13,11260
6/16/18,14,11488
6/16/18,15,11288
6/16/18,16,11237
6/16/18,17,11034
6/16/18,18,11001
6/16/18,19,10389
6/16/18,20,10498
6/16/18,21,10086
6/16/18,22,9733
6/16/18,23,9416
6/17/18,0,8860
6/17/18,1,8686
6/17/18,2,8767
6/17/18,3,8695
6/17/18,4,8845
6/17/18,5,8698
6/17/18,6,8578
6/17/18,7,9255
6/17/18,8,9548
6/17/18,9,9785
6/17/18,10,9994
6/17/18,11,10265
6/17/18,12,10673
6/17/18,13,11101
6/17/18,14,11111
6/17/18,15,11230
6/17/18,16,11104
6/17/18,17,10661
6/17/18,18,10342
6/17/18,19,9769
6/17/18,20,9792
6/17/18,21,9497
