Meter ID     , Date / Time          , KW(ch: 1  set:0)   , KVAR(ch: 2  set:0) , KVA(0(ch: 2  set:0), PF(0(ch: 3  set:0) ,
8B249620     , 1/1/19 00:15         ,6429.6,1137.6,6529.46,0.98,
8B249620     , 1/1/19 00:30         ,6328.8,1094.4,6422.73,0.99,
8B249620     , 1/1/19 00:45         ,6357.6,1101.6,6452.33,0.99,
8B249620     , 1/1/19 01:00         ,6256.8,1101.6,6353.04,0.98,
8B249620     , 1/1/19 01:15         ,6199.2,1080,6292.57,0.99,
8B249620     , 1/1/19 01:30         ,6091.2,1072.8,6184.95,0.98,
8B249620     , 1/1/19 01:45         ,6026.4,1065.6,6119.89,0.98,
8B249620     , 1/1/19 02:00         ,5990.4,1058.4,6083.18,0.98,
8B249620     , 1/1/19 02:15         ,5976,1116,6079.31,0.98,
8B249620     , 1/1/19 02:30         ,5724,986.4,5808.37,0.99,
8B249620     , 1/1/19 02:45         ,5673.6,972,5756.26,0.99,
8B249620     , 1/1/19 03:00         ,5702.4,972,5784.65,0.99,
8B249620     , 1/1/19 03:15         ,5760,964.8,5840.24,0.99,
8B249620     , 1/1/19 03:30         ,5839.2,979.2,5920.73,0.99,
8B249620     , 1/1/19 03:45         ,6012,993.6,6093.55,0.99,
8B249620     , 1/1/19 04:00         ,6177.6,1036.8,6264,0.99,
8B249620     , 1/1/19 04:15         ,6436.8,1080,6526.78,0.99,
8B249620     , 1/1/19 04:30         ,5803.2,1058.4,5898.93,0.98,
8B249620     , 1/1/19 04:45         ,5544,1029.6,5638.8,0.98,
8B249620     , 1/1/19 05:00         ,5414.4,1008,5507.43,0.98,
8B249620     , 1/1/19 05:15         ,5616,1044,5712.21,0.98,
8B249620     , 1/1/19 05:30         ,5522.4,1029.6,5617.56,0.98,
8B249620     , 1/1/19 05:45         ,5472,1022.4,5566.69,0.98,
8B249620     , 1/1/19 06:00         ,5400,964.8,5485.51,0.98,
8B249620     , 1/1/19 06:15         ,5385.6,950.4,5468.82,0.98,
8B249620     , 1/1/19 06:30         ,5385.6,950.4,5468.82,0.98,
8B249620     , 1/1/19 06:45         ,5400,943.2,5481.75,0.99,
8B249620     , 1/1/19 07:00         ,5464.8,972,5550.57,0.98,
8B249620     , 1/1/19 07:15         ,5414.4,943.2,5495.94,0.99,
8B249620     , 1/1/19 07:30         ,5320.8,756,5374.24,0.99,
8B249620     , 1/1/19 07:45         ,5284.8,784.8,5342.75,0.99,
8B249620     , 1/1/19 08:00         ,5306.4,806.4,5367.32,0.99,
8B249620     , 1/1/19 08:15         ,5457.6,734.4,5506.79,0.99,
8B249620     , 1/1/19 08:30         ,5076,777.6,5135.22,0.99,
8B249620     , 1/1/19 08:45         ,5083.2,835.2,5151.36,0.99,
8B249620     , 1/1/19 09:00         ,5335.2,856.8,5403.56,0.99,
8B249620     , 1/1/19 09:15         ,5256,842.4,5323.08,0.99,
8B249620     , 1/1/19 09:30         ,5529.6,864,5596.69,0.99,
8B249620     , 1/1/19 09:45         ,5472,957.6,5555.16,0.99,
8B249620     , 1/1/19 10:00         ,5349.6,972,5437.19,0.98,
8B249620     , 1/1/19 10:15         ,5580,1000.8,5669.04,0.98,
8B249620     , 1/1/19 10:30         ,5400,1044,5499.99,0.98,
8B249620     , 1/1/19 10:45         ,5119.2,1245.6,5268.56,0.97,
8B249620     , 1/1/19 11:00         ,4917.6,1382.4,5108.21,0.96,
8B249620     , 1/1/19 11:15         ,5169.6,1411.2,5358.75,0.96,
8B249620     , 1/1/19 11:30         ,5428.8,1447.2,5618.39,0.97,
8B249620     , 1/1/19 11:45         ,5752.8,1461.6,5935.57,0.97,
8B249620     , 1/1/19 12:00         ,5774.4,1504.8,5967.25,0.97,
8B249620     , 1/1/19 12:15         ,6105.6,1483.2,6283.17,0.97,
8B249620     , 1/1/19 12:30         ,6537.6,1389.6,6683.65,0.98,
8B249620     , 1/1/19 12:45         ,6156,1490.4,6333.85,0.97,
8B249620     , 1/1/19 13:00         ,6674.4,1440,6827.97,0.98,
8B249620     , 1/1/19 13:15         ,6069.6,1591.2,6274.71,0.97,
8B249620     , 1/1/19 13:30         ,5608.8,1692,5858.46,0.96,
8B249620     , 1/1/19 13:45         ,5414.4,1699.2,5674.77,0.95,
8B249620     , 1/1/19 14:00         ,5608.8,1684.8,5856.38,0.96,
8B249620     , 1/1/19 14:15         ,5443.2,1749.6,5717.48,0.95,
8B249620     , 1/1/19 14:30         ,5788.8,1720.8,6039.15,0.96,
8B249620     , 1/1/19 14:45         ,5932.8,1728,6179.33,0.96,
8B249620     , 1/1/19 15:00         ,6112.8,1720.8,6350.39,0.96,
8B249620     , 1/1/19 15:15         ,7056,1677.6,7252.69,0.97,
8B249620     , 1/1/19 15:30         ,6904.8,1692,7109.09,0.97,
8B249620     , 1/1/19 15:45         ,7113.6,1800,7337.8,0.97,
8B249620     , 1/1/19 16:00         ,7711.2,1735.2,7904.02,0.98,
8B249620     , 1/1/19 16:15         ,8085.6,1720.8,8266.68,0.98,
8B249620     , 1/1/19 16:30         ,8172,1591.2,8325.47,0.98,
8B249620     , 1/1/19 16:45         ,8366.4,1512,8501.93,0.98,
8B249620     , 1/1/19 17:00         ,8424,1476,8552.33,0.98,
8B249620     , 1/1/19 17:15         ,8776.8,1476,8900.04,0.99,
8B249620     , 1/1/19 17:30         ,8949.6,1411.2,9060.18,0.99,
8B249620     , 1/1/19 17:45         ,9129.6,1468.8,9247,0.99,
8B249620     , 1/1/19 18:00         ,9316.8,1483.2,9434.12,0.99,
8B249620     , 1/1/19 18:15         ,9352.8,1627.2,9493.29,0.99,
8B249620     , 1/1/19 18:30         ,9619.2,1656,9760.7,0.99,
8B249620     , 1/1/19 18:45         ,9648,1648.8,9787.87,0.99,
8B249620     , 1/1/19 19:00         ,9475.2,1620,9612.69,0.99,
8B249620     , 1/1/19 19:15         ,9482.4,1620,9619.79,0.99,
8B249620     , 1/1/19 19:30         ,9468,1605.6,9603.18,0.99,
8B249620     , 1/1/19 19:45         ,9475.2,1612.8,9611.48,0.99,
8B249620     , 1/1/19 20:00         ,9345.6,1591.2,9480.09,0.99,
8B249620     , 1/1/19 20:15         ,9108,1483.2,9227.98,0.99,
8B249620     , 1/1/19 20:30         ,8935.2,1447.2,9051.64,0.99,
8B249620     , 1/1/19 20:45         ,8791.2,1418.4,8904.89,0.99,
8B249620     , 1/1/19 21:00         ,8575.2,1425.6,8692.89,0.99,
8B249620     , 1/1/19 21:15         ,8460,1411.2,8576.89,0.99,
8B249620     , 1/1/19 21:30         ,8359.2,1483.2,8489.76,0.98,
8B249620     , 1/1/19 21:45         ,8164.8,1483.2,8298.42,0.98,
8B249620     , 1/1/19 22:00         ,7984.8,1468.8,8118.77,0.98,
8B249620     , 1/1/19 22:15         ,7797.6,1483.2,7937.41,0.98,
8B249620     , 1/1/19 22:30         ,7423.2,1353.6,7545.6,0.98,
8B249620     , 1/1/19 22:45         ,7279.2,1332,7400.07,0.98,
8B249620     , 1/1/19 23:00         ,7005.6,1288.8,7123.16,0.98,
8B249620     , 1/1/19 23:15         ,6861.6,1267.2,6977.63,0.98,
8B249620     , 1/1/19 23:30         ,6624,1224,6736.14,0.98,
8B249620     , 1/1/19 23:45         ,6372,1152,6475.3,0.98,
8B249620     , 1/2/19 00:00         ,6256.8,1188,6368.59,0.98,
8B249620     , 1/2/19 00:15         ,6120,1180.8,6232.87,0.98,
8B249620     , 1/2/19 00:30         ,5911.2,1130.4,6018.31,0.98,
8B249620     , 1/2/19 00:45         ,5745.6,1087.2,5847.56,0.98,
8B249620     , 1/2/19 01:00         ,5594.4,1008,5684.49,0.98,
8B249620     , 1/2/19 01:15         ,5464.8,993.6,5554.39,0.98,
8B249620     , 1/2/19 01:30         ,5371.2,979.2,5459.73,0.98,
8B249620     , 1/2/19 01:45         ,5256,950.4,5341.24,0.98,
8B249620     , 1/2/19 02:00         ,5162.4,900,5240.26,0.99,
8B249620     , 1/2/19 02:15         ,4989.6,864,5063.85,0.99,
8B249620     , 1/2/19 02:30         ,4989.6,871.2,5065.09,0.99,
8B249620     , 1/2/19 02:45         ,4960.8,849.6,5033.03,0.99,
8B249620     , 1/2/19 03:00         ,5061.6,871.2,5136.03,0.99,
8B249620     , 1/2/19 03:15         ,5155.2,856.8,5225.92,0.99,
8B249620     , 1/2/19 03:30         ,5284.8,864,5354.96,0.99,
8B249620     , 1/2/19 03:45         ,5364,856.8,5432,0.99,
8B249620     , 1/2/19 04:00         ,5616,864,5682.07,0.99,
8B249620     , 1/2/19 04:15         ,5796,878.4,5862.18,0.99,
8B249620     , 1/2/19 04:30         ,5256,835.2,5321.94,0.99,
8B249620     , 1/2/19 04:45         ,5090.4,835.2,5158.46,0.99,
8B249620     , 1/2/19 05:00         ,5047.2,856.8,5119.41,0.99,
8B249620     , 1/2/19 05:15         ,5306.4,885.6,5379.79,0.99,
8B249620     , 1/2/19 05:30         ,5335.2,885.6,5408.2,0.99,
8B249620     , 1/2/19 05:45         ,5536.8,885.6,5607.18,0.99,
8B249620     , 1/2/19 06:00         ,5601.6,892.8,5672.3,0.99,
8B249620     , 1/2/19 06:15         ,5587.2,900,5659.22,0.99,
8B249620     , 1/2/19 06:30         ,5515.2,885.6,5585.85,0.99,
8B249620     , 1/2/19 06:45         ,5572.8,914.4,5647.32,0.99,
8B249620     , 1/2/19 07:00         ,5817.6,964.8,5897.06,0.99,
8B249620     , 1/2/19 07:15         ,5875.2,964.8,5953.89,0.99,
8B249620     , 1/2/19 07:30         ,5911.2,856.8,5972.97,0.99,
8B249620     , 1/2/19 07:45         ,6120,777.6,6169.2,0.99,
8B249620     , 1/2/19 08:00         ,6624,864,6680.11,0.99,
8B249620     , 1/2/19 08:15         ,6782.4,907.2,6842.8,0.99,
8B249620     , 1/2/19 08:30         ,6530.4,849.6,6585.43,0.99,
8B249620     , 1/2/19 08:45         ,6372,856.8,6429.35,0.99,
8B249620     , 1/2/19 09:00         ,5796,943.2,5872.24,0.99,
8B249620     , 1/2/19 09:15         ,5284.8,993.6,5377.39,0.98,
8B249620     , 1/2/19 09:30         ,5306.4,1080,5415.19,0.98,
8B249620     , 1/2/19 09:45         ,5256,1173.6,5385.43,0.98,
8B249620     , 1/2/19 10:00         ,5205.6,1202.4,5342.66,0.97,
8B249620     , 1/2/19 10:15         ,5047.2,1317.6,5216.35,0.97,
8B249620     , 1/2/19 10:30         ,5126.4,1310.4,5291.23,0.97,
8B249620     , 1/2/19 10:45         ,5162.4,1368,5340.58,0.97,
8B249620     , 1/2/19 11:00         ,5061.6,1404,5252.71,0.96,
8B249620     , 1/2/19 11:15         ,4694.4,1504.8,4929.69,0.95,
8B249620     , 1/2/19 11:30         ,5191.2,1555.2,5419.15,0.96,
8B249620     , 1/2/19 11:45         ,5335.2,1533.6,5551.24,0.96,
8B249620     , 1/2/19 12:00         ,5472,1562.4,5690.68,0.96,
8B249620     , 1/2/19 12:15         ,5076,1684.8,5348.3,0.95,
8B249620     , 1/2/19 12:30         ,5076,1742.4,5366.72,0.95,
8B249620     , 1/2/19 12:45         ,5148,1785.6,5448.88,0.94,
8B249620     , 1/2/19 13:00         ,5234.4,1792.8,5532.91,0.95,
8B249620     , 1/2/19 13:15         ,5263.2,1814.4,5567.16,0.95,
8B249620     , 1/2/19 13:30         ,5486.4,1843.2,5787.74,0.95,
8B249620     , 1/2/19 13:45         ,5565.6,1893.6,5878.91,0.95,
8B249620     , 1/2/19 14:00         ,5673.6,1886.4,5978.98,0.95,
8B249620     , 1/2/19 14:15         ,5882.4,1893.6,6179.67,0.95,
8B249620     , 1/2/19 14:30         ,5911.2,1900.8,6209.29,0.95,
8B249620     , 1/2/19 14:45         ,6098.4,2052,6434.38,0.95,
8B249620     , 1/2/19 15:00         ,6472.8,1987.2,6770.97,0.96,
8B249620     , 1/2/19 15:15         ,7250.4,1872,7488.17,0.97,
8B249620     , 1/2/19 15:30         ,7941.6,1807.2,8144.63,0.98,
8B249620     , 1/2/19 15:45         ,8409.6,1620,8564.21,0.98,
8B249620     , 1/2/19 16:00         ,8323.2,1648.8,8484.94,0.98,
8B249620     , 1/2/19 16:15         ,8409.6,1555.2,8552.19,0.98,
8B249620     , 1/2/19 16:30         ,8121.6,1548,8267.81,0.98,
8B249620     , 1/2/19 16:45         ,8359.2,1555.2,8502.64,0.98,
8B249620     , 1/2/19 17:00         ,8611.2,1512,8742.93,0.98,
8B249620     , 1/2/19 17:15         ,8762.4,1432.8,8878.77,0.99,
8B249620     , 1/2/19 17:30         ,8928,1425.6,9041.1,0.99,
8B249620     , 1/2/19 17:45         ,8985.6,1432.8,9099.12,0.99,
8B249620     , 1/2/19 18:00         ,9100.8,1447.2,9215.15,0.99,
8B249620     , 1/2/19 18:15         ,9115.2,1548,9245.71,0.99,
8B249620     , 1/2/19 18:30         ,9352.8,1576.8,9484.79,0.99,
8B249620     , 1/2/19 18:45         ,9410.4,1569.6,9540.4,0.99,
8B249620     , 1/2/19 19:00         ,9518.4,1634.4,9657.7,0.99,
8B249620     , 1/2/19 19:15         ,9468,1605.6,9603.18,0.99,
8B249620     , 1/2/19 19:30         ,9432,1591.2,9565.28,0.99,
8B249620     , 1/2/19 19:45         ,9295.2,1576.8,9427.99,0.99,
8B249620     , 1/2/19 20:00         ,9136.8,1562.4,9269.42,0.99,
8B249620     , 1/2/19 20:15         ,9021.6,1569.6,9157.12,0.99,
8B249620     , 1/2/19 20:30         ,8935.2,1548,9068.3,0.99,
8B249620     , 1/2/19 20:45         ,8740.8,1504.8,8869.39,0.99,
8B249620     , 1/2/19 21:00         ,8488.8,1504.8,8621.15,0.98,
8B249620     , 1/2/19 21:15         ,8294.4,1512,8431.09,0.98,
8B249620     , 1/2/19 21:30         ,8229.6,1447.2,8355.88,0.98,
8B249620     , 1/2/19 21:45         ,7992,1382.4,8110.68,0.99,
8B249620     , 1/2/19 22:00         ,7884,1404,8008.04,0.98,
8B249620     , 1/2/19 22:15         ,7689.6,1396.8,7815.43,0.98,
8B249620     , 1/2/19 22:30         ,7372.8,1382.4,7501.28,0.98,
8B249620     , 1/2/19 22:45         ,7120.8,1346.4,7246.97,0.98,
8B249620     , 1/2/19 23:00         ,6976.8,1346.4,7105.53,0.98,
8B249620     , 1/2/19 23:15         ,6717.6,1267.2,6836.08,0.98,
8B249620     , 1/2/19 23:30         ,6573.6,1216.8,6685.27,0.98,
8B249620     , 1/2/19 23:45         ,6364.8,1188,6474.72,0.98,
8B249620     , 1/3/19 00:00         ,6134.4,1166.4,6244.31,0.98,
8B249620     , 1/3/19 00:15         ,6112.8,1152,6220.4,0.98,
8B249620     , 1/3/19 00:30         ,5976,1130.4,6081.97,0.98,
8B249620     , 1/3/19 00:45         ,5803.2,1108.8,5908.18,0.98,
8B249620     , 1/3/19 01:00         ,5752.8,1080,5853.3,0.98,
8B249620     , 1/3/19 01:15         ,5644.8,1058.4,5743.17,0.98,
8B249620     , 1/3/19 01:30         ,5500.8,1022.4,5595.01,0.98,
8B249620     , 1/3/19 01:45         ,5436,1022.4,5531.31,0.98,
8B249620     , 1/3/19 02:00         ,5400,1008,5493.27,0.98,
8B249620     , 1/3/19 02:15         ,5328,993.6,5419.85,0.98,
8B249620     , 1/3/19 02:30         ,5284.8,1000.8,5378.73,0.98,
8B249620     , 1/3/19 02:45         ,5162.4,936,5246.57,0.98,
8B249620     , 1/3/19 03:00         ,5090.4,885.6,5166.86,0.99,
8B249620     , 1/3/19 03:15         ,5256,914.4,5334.95,0.99,
8B249620     , 1/3/19 03:30         ,5313.6,900,5389.28,0.99,
8B249620     , 1/3/19 03:45         ,5378.4,878.4,5449.66,0.99,
8B249620     , 1/3/19 04:00         ,5472,885.6,5543.2,0.99,
8B249620     , 1/3/19 04:15         ,5652,900,5723.21,0.99,
8B249620     , 1/3/19 04:30         ,5284.8,900,5360.89,0.99,
8B249620     , 1/3/19 04:45         ,5140.8,885.6,5216.52,0.99,
8B249620     , 1/3/19 05:00         ,5076,878.4,5151.44,0.99,
8B249620     , 1/3/19 05:15         ,5191.2,878.4,5264.99,0.99,
8B249620     , 1/3/19 05:30         ,5270.4,878.4,5343.1,0.99,
8B249620     , 1/3/19 05:45         ,5472,900,5545.52,0.99,
8B249620     , 1/3/19 06:00         ,5565.6,900,5637.9,0.99,
8B249620     , 1/3/19 06:15         ,5608.8,907.2,5681.69,0.99,
8B249620     , 1/3/19 06:30         ,5479.2,878.4,5549.16,0.99,
8B249620     , 1/3/19 06:45         ,5558.4,878.4,5627.38,0.99,
8B249620     , 1/3/19 07:00         ,5673.6,892.8,5743.42,0.99,
8B249620     , 1/3/19 07:15         ,5774.4,921.6,5847.48,0.99,
8B249620     , 1/3/19 07:30         ,5788.8,748.8,5837.03,0.99,
8B249620     , 1/3/19 07:45         ,5990.4,813.6,6045.4,0.99,
8B249620     , 1/3/19 08:00         ,6278.4,849.6,6335.62,0.99,
8B249620     , 1/3/19 08:15         ,6487.2,763.2,6531.94,0.99,
8B249620     , 1/3/19 08:30         ,6559.2,748.8,6601.8,0.99,
8B249620     , 1/3/19 08:45         ,6055.2,813.6,6109.61,0.99,
8B249620     , 1/3/19 09:00         ,5652,900,5723.21,0.99,
8B249620     , 1/3/19 09:15         ,5680.8,842.4,5742.92,0.99,
8B249620     , 1/3/19 09:30         ,5011.2,1065.6,5123.24,0.98,
8B249620     , 1/3/19 09:45         ,4881.6,1101.6,5004.35,0.98,
8B249620     , 1/3/19 10:00         ,5781.6,1108.8,5886.96,0.98,
8B249620     , 1/3/19 10:15         ,4816.8,1281.6,4984.38,0.97,
8B249620     , 1/3/19 10:30         ,5608.8,1180.8,5731.75,0.98,
8B249620     , 1/3/19 10:45         ,5220,1245.6,5366.56,0.97,
8B249620     , 1/3/19 11:00         ,6091.2,1159.2,6200.52,0.98,
8B249620     , 1/3/19 11:15         ,6480,1137.6,6579.1,0.98,
8B249620     , 1/3/19 11:30         ,4744.8,1461.6,4964.82,0.96,
8B249620     , 1/3/19 11:45         ,5479.2,1447.2,5667.1,0.97,
8B249620     , 1/3/19 12:00         ,5378.4,1576.8,5604.77,0.96,
8B249620     , 1/3/19 12:15         ,7063.2,1324.8,7186.37,0.98,
8B249620     , 1/3/19 12:30         ,6523.2,1454.4,6683.37,0.98,
8B249620     , 1/3/19 12:45         ,5882.4,1598.4,6095.7,0.97,
8B249620     , 1/3/19 13:00         ,6732,1461.6,6888.84,0.98,
8B249620     , 1/3/19 13:15         ,6933.6,1447.2,7083.02,0.98,
8B249620     , 1/3/19 13:30         ,6494.4,1468.8,6658.42,0.98,
8B249620     , 1/3/19 13:45         ,5990.4,1562.4,6190.8,0.97,
8B249620     , 1/3/19 14:00         ,5824.8,1591.2,6038.23,0.96,
8B249620     , 1/3/19 14:15         ,6796.8,1476,6955.22,0.98,
8B249620     , 1/3/19 14:30         ,6314.4,1519.2,6494.58,0.97,
8B249620     , 1/3/19 14:45         ,5673.6,1605.6,5896.41,0.96,
8B249620     , 1/3/19 15:00         ,5695.2,1663.2,5933.09,0.96,
8B249620     , 1/3/19 15:15         ,6717.6,1591.2,6903.48,0.97,
8B249620     , 1/3/19 15:30         ,6624,1627.2,6820.93,0.97,
8B249620     , 1/3/19 15:45         ,7632,1526.4,7783.14,0.98,
8B249620     , 1/3/19 16:00         ,7437.6,1562.4,7599.93,0.98,
8B249620     , 1/3/19 16:15         ,7783.2,1656,7957.42,0.98,
8B249620     , 1/3/19 16:30         ,7884,1620,8048.72,0.98,
8B249620     , 1/3/19 16:45         ,8200.8,1526.4,8341.64,0.98,
8B249620     , 1/3/19 17:00         ,8366.4,1526.4,8504.5,0.98,
8B249620     , 1/3/19 17:15         ,8524.8,1468.8,8650.41,0.99,
8B249620     , 1/3/19 17:30         ,8568,1332,8670.92,0.99,
8B249620     , 1/3/19 17:45         ,8992.8,1411.2,9102.85,0.99,
8B249620     , 1/3/19 18:00         ,9014.4,1425.6,9126.43,0.99,
8B249620     , 1/3/19 18:15         ,9050.4,1504.8,9174.65,0.99,
8B249620     , 1/3/19 18:30         ,9424.8,1591.2,9558.18,0.99,
8B249620     , 1/3/19 18:45         ,9345.6,1591.2,9480.09,0.99,
8B249620     , 1/3/19 19:00         ,9417.6,1584,9549.88,0.99,
8B249620     , 1/3/19 19:15         ,9381.6,1569.6,9512,0.99,
8B249620     , 1/3/19 19:30         ,9295.2,1569.6,9426.79,0.99,
8B249620     , 1/3/19 19:45         ,9165.6,1526.4,9291.83,0.99,
8B249620     , 1/3/19 20:00         ,8928,1468.8,9048.01,0.99,
8B249620     , 1/3/19 20:15         ,8683.2,1432.8,8800.62,0.99,
8B249620     , 1/3/19 20:30         ,8697.6,1461.6,8819.55,0.99,
8B249620     , 1/3/19 20:45         ,8503.2,1432.8,8623.07,0.99,
8B249620     , 1/3/19 21:00         ,8258.4,1396.8,8375.69,0.99,
8B249620     , 1/3/19 21:15         ,8164.8,1396.8,8283.42,0.99,
8B249620     , 1/3/19 21:30         ,8056.8,1382.4,8174.54,0.99,
8B249620     , 1/3/19 21:45         ,7840.8,1360.8,7958.01,0.99,
8B249620     , 1/3/19 22:00         ,7653.6,1310.4,7764.97,0.99,
8B249620     , 1/3/19 22:15         ,7473.6,1303.2,7586.37,0.99,
8B249620     , 1/3/19 22:30         ,7250.4,1288.8,7364.05,0.98,
8B249620     , 1/3/19 22:45         ,7041.6,1260,7153.44,0.98,
8B249620     , 1/3/19 23:00         ,7099.2,1360.8,7228.44,0.98,
8B249620     , 1/3/19 23:15         ,6811.2,1296,6933.4,0.98,
8B249620     , 1/3/19 23:30         ,6660,1238.4,6774.16,0.98,
8B249620     , 1/3/19 23:45         ,6444,1216.8,6557.88,0.98,
8B249620     , 1/4/19 00:00         ,6314.4,1180.8,6423.86,0.98,
8B249620     , 1/4/19 00:15         ,6170.4,1166.4,6279.68,0.98,
8B249620     , 1/4/19 00:30         ,5961.6,1123.2,6066.49,0.98,
8B249620     , 1/4/19 00:45         ,5889.6,1123.2,5995.75,0.98,
8B249620     , 1/4/19 01:00         ,5745.6,1094.4,5848.9,0.98,
8B249620     , 1/4/19 01:15         ,5616,1094.4,5721.64,0.98,
8B249620     , 1/4/19 01:30         ,5464.8,1036.8,5562.28,0.98,
8B249620     , 1/4/19 01:45         ,5385.6,993.6,5476.49,0.98,
8B249620     , 1/4/19 02:00         ,5313.6,979.2,5403.07,0.98,
8B249620     , 1/4/19 02:15         ,5220,914.4,5299.48,0.99,
8B249620     , 1/4/19 02:30         ,5119.2,900,5197.71,0.98,
8B249620     , 1/4/19 02:45         ,5184,914.4,5264.03,0.98,
8B249620     , 1/4/19 03:00         ,5256,885.6,5330.09,0.99,
8B249620     , 1/4/19 03:15         ,5313.6,907.2,5390.49,0.99,
8B249620     , 1/4/19 03:30         ,5486.4,885.6,5557.42,0.99,
8B249620     , 1/4/19 03:45         ,5623.2,914.4,5697.06,0.99,
8B249620     , 1/4/19 04:00         ,5774.4,900,5844.12,0.99,
8B249620     , 1/4/19 04:15         ,5911.2,914.4,5981.51,0.99,
8B249620     , 1/4/19 04:30         ,5428.8,928.8,5507.68,0.99,
8B249620     , 1/4/19 04:45         ,5292,907.2,5369.2,0.99,
8B249620     , 1/4/19 05:00         ,5256,928.8,5337.43,0.98,
8B249620     , 1/4/19 05:15         ,5500.8,921.6,5577.47,0.99,
8B249620     , 1/4/19 05:30         ,5500.8,943.2,5581.08,0.99,
8B249620     , 1/4/19 05:45         ,5644.8,950.4,5724.25,0.99,
8B249620     , 1/4/19 06:00         ,5745.6,943.2,5822.5,0.99,
8B249620     , 1/4/19 06:15         ,5846.4,1015.2,5933.89,0.99,
8B249620     , 1/4/19 06:30         ,5882.4,1044,5974.33,0.98,
8B249620     , 1/4/19 06:45         ,5904,1051.2,5996.85,0.98,
8B249620     , 1/4/19 07:00         ,6076.8,1058.4,6168.28,0.99,
8B249620     , 1/4/19 07:15         ,6055.2,1029.6,6142.11,0.99,
8B249620     , 1/4/19 07:30         ,6206.4,856.8,6265.26,0.99,
8B249620     , 1/4/19 07:45         ,6336,871.2,6395.61,0.99,
8B249620     , 1/4/19 08:00         ,6559.2,928.8,6624.63,0.99,
8B249620     , 1/4/19 08:15         ,6667.2,943.2,6733.59,0.99,
8B249620     , 1/4/19 08:30         ,6328.8,979.2,6404.1,0.99,
8B249620     , 1/4/19 08:45         ,6271.2,1029.6,6355.16,0.99,
8B249620     , 1/4/19 09:00         ,5983.2,1036.8,6072.37,0.99,
8B249620     , 1/4/19 09:15         ,5414.4,1144.8,5534.1,0.98,
8B249620     , 1/4/19 09:30         ,5695.2,1180.8,5816.32,0.98,
8B249620     , 1/4/19 09:45         ,5378.4,1173.6,5504.95,0.98,
8B249620     , 1/4/19 10:00         ,5695.2,1144.8,5809.12,0.98,
8B249620     , 1/4/19 10:15         ,5536.8,1188,5662.82,0.98,
8B249620     , 1/4/19 10:30         ,5263.2,1324.8,5427.37,0.97,
8B249620     , 1/4/19 10:45         ,5472,1353.6,5636.93,0.97,
8B249620     , 1/4/19 11:00         ,5904,1288.8,6043.03,0.98,
8B249620     , 1/4/19 11:15         ,5479.2,1432.8,5663.44,0.97,
8B249620     , 1/4/19 11:30         ,5198.4,1569.6,5430.19,0.96,
8B249620     , 1/4/19 11:45         ,6552,1432.8,6706.83,0.98,
8B249620     , 1/4/19 12:00         ,4701.6,1692,4996.79,0.94,
8B249620     , 1/4/19 12:15         ,5551.2,1684.8,5801.24,0.96,
8B249620     , 1/4/19 12:30         ,4708.8,1836,5054.08,0.93,
8B249620     , 1/4/19 12:45         ,5436,1771.2,5717.28,0.95,
8B249620     , 1/4/19 13:00         ,6120,1800,6379.22,0.96,
8B249620     , 1/4/19 13:15         ,5853.6,1749.6,6109.48,0.96,
8B249620     , 1/4/19 13:30         ,6451.2,1713.6,6674.91,0.97,
8B249620     , 1/4/19 13:45         ,6076.8,1764,6327.65,0.96,
8B249620     , 1/4/19 14:00         ,6516,1641.6,6719.61,0.97,
8B249620     , 1/4/19 14:15         ,5205.6,1857.6,5527.11,0.94,
8B249620     , 1/4/19 14:30         ,5666.4,1879.2,5969.88,0.95,
8B249620     , 1/4/19 14:45         ,5709.6,1929.6,6026.85,0.95,
8B249620     , 1/4/19 15:00         ,6256.8,1922.4,6545.47,0.96,
8B249620     , 1/4/19 15:15         ,6408,1965.6,6702.69,0.96,
8B249620     , 1/4/19 15:30         ,6609.6,1864.8,6867.63,0.96,
8B249620     , 1/4/19 15:45         ,6811.2,1800,7045.03,0.97,
8B249620     , 1/4/19 16:00         ,7128,1771.2,7344.76,0.97,
8B249620     , 1/4/19 16:15         ,7689.6,1735.2,7882.95,0.98,
8B249620     , 1/4/19 16:30         ,7768.8,1656,7943.34,0.98,
8B249620     , 1/4/19 16:45         ,8028,1663.2,8198.48,0.98,
8B249620     , 1/4/19 17:00         ,8366.4,1620,8521.8,0.98,
8B249620     , 1/4/19 17:15         ,8733.6,1656,8889.21,0.98,
8B249620     , 1/4/19 17:30         ,8769.6,1562.4,8907.69,0.98,
8B249620     , 1/4/19 17:45         ,8870.4,1576.8,9009.46,0.98,
8B249620     , 1/4/19 18:00         ,8841.6,1432.8,8956.94,0.99,
8B249620     , 1/4/19 18:15         ,8920.8,1476,9042.08,0.99,
8B249620     , 1/4/19 18:30         ,8964,1562.4,9099.14,0.99,
8B249620     , 1/4/19 18:45         ,8899.2,1497.6,9024.33,0.99,
8B249620     , 1/4/19 19:00         ,8906.4,1504.8,9032.63,0.99,
8B249620     , 1/4/19 19:15         ,8812.8,1476,8935.55,0.99,
8B249620     , 1/4/19 19:30         ,8762.4,1447.2,8881.11,0.99,
8B249620     , 1/4/19 19:45         ,8755.2,1476,8878.74,0.99,
8B249620     , 1/4/19 20:00         ,8654.4,1490.4,8781.8,0.99,
